Environment,Episode,Robustness,Reward,End_Condition
0,0,-0.09155770979221191,-0.09155770979221191,reach_no_stay_collision
0,1,-0.052607559082948174,-0.052607559082948174,reach_no_stay_no_collision
0,2,-0.0701035013136187,-0.0701035013136187,reach_no_stay_no_collision
0,3,-0.023681143271286,-0.023681143271286,reach_no_stay_no_collision
0,4,-0.08411092372372138,-0.08411092372372138,reach_no_stay_no_collision
0,5,-0.0726913339879649,-0.0726913339879649,reach_no_stay_no_collision
0,6,-0.05633842507489209,-0.05633842507489209,reach_no_stay_no_collision
0,7,-0.002999869390040922,-0.002999869390040922,reach_no_stay_collision
0,8,-0.016056065051614946,-0.016056065051614946,reach_no_stay_collision
0,9,0.005527216371176834,0.005527216371176834,reach_stay_no_collision
0,10,-0.06534931982655087,-0.06534931982655087,reach_no_stay_no_collision
0,11,-0.006500947107342853,-0.006500947107342853,reach_no_stay_no_collision
0,12,-0.05825123191522309,-0.05825123191522309,reach_no_stay_no_collision
0,13,0.005767808596774986,0.005767808596774986,reach_stay_no_collision
0,14,-0.0025218529084203786,-0.0025218529084203786,reach_no_stay_no_collision
0,15,-0.007403889168930224,-0.007403889168930224,reach_no_stay_no_collision
0,16,-0.00710408618961372,-0.00710408618961372,reach_no_stay_no_collision
0,17,-0.003291989182391368,-0.003291989182391368,reach_no_stay_no_collision
0,18,-0.009453916065845093,-0.009453916065845093,reach_no_stay_no_collision
0,19,0.003080411614572901,0.003080411614572901,reach_stay_no_collision
0,20,-0.034504816812831574,-0.034504816812831574,reach_no_stay_no_collision
0,21,-0.0031394421132768524,-0.0031394421132768524,reach_no_stay_no_collision
0,22,-0.022158691436183913,-0.022158691436183913,reach_no_stay_no_collision
0,23,-0.024538688835485215,-0.024538688835485215,reach_no_stay_no_collision
0,24,-0.013127079814266408,-0.013127079814266408,reach_no_stay_no_collision
0,25,-0.021952784960303885,-0.021952784960303885,reach_no_stay_no_collision
0,26,-0.02360034920891056,-0.02360034920891056,reach_no_stay_collision
