Environment,Episode,Robustness,Reward,End_Condition
0,0,-0.15418029456351148,-0.15418029456351148,no_reach_no_collision
0,1,-0.1982255772720345,-0.1982255772720345,no_reach_no_collision
0,2,-0.21607213960760127,-0.21607213960760127,no_reach_no_collision
0,3,-0.17266406651151242,-0.17266406651151242,no_reach_no_collision
0,4,-0.11759711337912425,-0.11759711337912425,no_reach_no_collision
0,5,-0.08612134845056119,-0.08612134845056119,no_reach_no_collision
0,6,-0.06615973259915829,-0.06615973259915829,no_reach_collision
0,7,-0.08611029458581079,-0.08611029458581079,no_reach_no_collision
0,8,-0.013802037395444007,-0.013802037395444007,reach_no_stay_collision
0,9,-0.004356969086739194,-0.004356969086739194,reach_no_stay_collision
0,10,-0.0015498655965460288,-0.0015498655965460288,reach_stay_collision
0,11,0.005998977725133192,0.005998977725133192,reach_stay_no_collision
0,12,0.005906303214235362,0.005906303214235362,reach_stay_no_collision
0,13,-0.0014267191979353278,-0.0014267191979353278,reach_no_stay_no_collision
0,14,0.010581056481973597,0.010581056481973597,reach_stay_no_collision
0,15,0.008719472045700264,0.008719472045700264,reach_stay_no_collision
0,16,0.015522567445668534,0.015522567445668534,reach_stay_no_collision
0,17,0.011338984217126747,0.011338984217126747,reach_stay_no_collision
0,18,-7.003922091326081e-05,-7.003922091326081e-05,reach_no_stay_no_collision
0,19,0.009766879738730033,0.009766879738730033,reach_stay_no_collision
0,20,0.015739236818333113,0.015739236818333113,reach_stay_no_collision
0,21,0.00506007558421917,0.00506007558421917,reach_stay_no_collision
0,22,0.007877960420417203,0.007877960420417203,reach_stay_no_collision
0,23,0.0051427601988503855,0.0051427601988503855,reach_stay_no_collision
0,24,0.006364148991650442,0.006364148991650442,reach_stay_no_collision
0,25,0.0078080422456980325,0.0078080422456980325,reach_stay_no_collision
0,26,0.009551681480952496,0.009551681480952496,reach_stay_no_collision
0,27,0.010326233816570433,0.010326233816570433,reach_stay_no_collision
0,28,0.0027308880338321982,0.0027308880338321982,reach_stay_no_collision
0,29,0.004958178612187787,0.004958178612187787,reach_stay_no_collision
0,30,0.008081401808448537,0.008081401808448537,reach_stay_no_collision
0,31,0.005173276210683312,0.005173276210683312,reach_stay_no_collision
0,32,0.0163987081749322,0.0163987081749322,reach_stay_no_collision
0,33,0.015994294567960525,0.015994294567960525,reach_stay_no_collision
0,34,0.009832499129388364,0.009832499129388364,reach_stay_no_collision
0,35,0.010867118449087916,0.010867118449087916,reach_stay_no_collision
0,36,0.009487305359902151,0.009487305359902151,reach_stay_no_collision
0,37,0.01588613390973267,0.01588613390973267,reach_stay_no_collision
0,38,0.011269284867844679,0.011269284867844679,reach_stay_no_collision
0,39,0.011983871571171322,0.011983871571171322,reach_stay_no_collision
0,40,0.012235719508881483,0.012235719508881483,reach_stay_no_collision
0,41,0.01188006656970789,0.01188006656970789,reach_stay_no_collision
0,42,0.013729697876593703,0.013729697876593703,reach_stay_no_collision
0,43,0.01326502307423321,0.01326502307423321,reach_stay_no_collision
0,44,0.009576298589215784,0.009576298589215784,reach_stay_no_collision
0,45,0.014919705894544152,0.014919705894544152,reach_stay_no_collision
0,46,0.012900471980036316,0.012900471980036316,reach_stay_no_collision
0,47,0.014540359721270216,0.014540359721270216,reach_stay_no_collision
0,48,0.012638592827665981,0.012638592827665981,reach_stay_no_collision
0,49,0.013808907816414792,0.013808907816414792,reach_stay_no_collision
0,50,0.0107971425961776,0.0107971425961776,reach_stay_no_collision
0,51,0.01139183222106308,0.01139183222106308,reach_stay_no_collision
0,52,0.008468111637612234,0.008468111637612234,reach_stay_no_collision
0,53,0.007457035527203596,0.007457035527203596,reach_stay_no_collision
0,54,0.014446360379057806,0.014446360379057806,reach_stay_no_collision
0,55,0.008930588877429011,0.008930588877429011,reach_stay_no_collision
0,56,0.01220423337655813,0.01220423337655813,reach_stay_no_collision
0,57,0.01051423751273119,0.01051423751273119,reach_stay_no_collision
0,58,0.015000992771502866,0.015000992771502866,reach_stay_no_collision
0,59,0.016112505319095714,0.016112505319095714,reach_stay_no_collision
0,60,0.012794794591749484,0.012794794591749484,reach_stay_no_collision
0,61,0.014149756503477013,0.014149756503477013,reach_stay_no_collision
0,62,0.009396509851160046,0.009396509851160046,reach_stay_no_collision
0,63,0.011351791537565383,0.011351791537565383,reach_stay_no_collision
0,64,0.014445223070113495,0.014445223070113495,reach_stay_no_collision
0,65,0.012495605749945075,0.012495605749945075,reach_stay_no_collision
0,66,0.01192259302792487,0.01192259302792487,reach_stay_no_collision
0,67,0.01569240175979982,0.01569240175979982,reach_stay_no_collision
0,68,0.0065059545887293894,0.0065059545887293894,reach_stay_no_collision
0,69,0.007661607600520891,0.007661607600520891,reach_stay_no_collision
0,70,0.01284064590750458,0.01284064590750458,reach_stay_no_collision
0,71,0.013901705718812503,0.013901705718812503,reach_stay_no_collision
0,72,0.009915223569795,0.009915223569795,reach_stay_no_collision
0,73,0.011589237004529412,0.011589237004529412,reach_stay_no_collision
0,74,0.01507686211927262,0.01507686211927262,reach_stay_no_collision
0,75,0.017755805809170147,0.017755805809170147,reach_stay_no_collision
0,76,0.010219105798175289,0.010219105798175289,reach_stay_no_collision
0,77,0.01594459101360671,0.01594459101360671,reach_stay_no_collision
0,78,0.015737543362028664,0.015737543362028664,reach_stay_no_collision
0,79,0.00770733271052192,0.00770733271052192,reach_stay_no_collision
0,80,0.014848547590301048,0.014848547590301048,reach_stay_no_collision
0,81,0.01581962618405457,0.01581962618405457,reach_stay_no_collision
0,82,0.014425993528543905,0.014425993528543905,reach_stay_no_collision
0,83,0.015950074843621622,0.015950074843621622,reach_stay_no_collision
0,84,0.01648384111127374,0.01648384111127374,reach_stay_no_collision
0,85,0.013964371334161757,0.013964371334161757,reach_stay_no_collision
0,86,0.014122889130228636,0.014122889130228636,reach_stay_no_collision
0,87,0.011576982813625233,0.011576982813625233,reach_stay_no_collision
0,88,0.013958628325024078,0.013958628325024078,reach_stay_no_collision
0,89,0.013676021240472794,0.013676021240472794,reach_stay_no_collision
0,90,0.015288738111972691,0.015288738111972691,reach_stay_no_collision
0,91,0.010885208146869375,0.010885208146869375,reach_stay_no_collision
0,92,0.01640241399002288,0.01640241399002288,reach_stay_no_collision
0,93,0.014647077864865837,0.014647077864865837,reach_stay_no_collision
0,94,0.013823632368249229,0.013823632368249229,reach_stay_no_collision
0,95,0.013688464862349408,0.013688464862349408,reach_stay_no_collision
0,96,0.012998817679990627,0.012998817679990627,reach_stay_no_collision
0,97,0.01323404064603112,0.01323404064603112,reach_stay_no_collision
0,98,0.013422792084720185,0.013422792084720185,reach_stay_no_collision
0,99,0.01140545019129534,0.01140545019129534,reach_stay_no_collision
0,100,0.015047220408252727,0.015047220408252727,reach_stay_no_collision
0,101,0.014001540026291396,0.014001540026291396,reach_stay_no_collision
0,102,0.016904213086801605,0.016904213086801605,reach_stay_no_collision
0,103,0.009710436762876935,0.009710436762876935,reach_stay_no_collision
0,104,0.014781415827548511,0.014781415827548511,reach_stay_no_collision
0,105,0.013910450441178158,0.013910450441178158,reach_stay_no_collision
0,106,0.012278542531471408,0.012278542531471408,reach_stay_no_collision
0,107,0.015318658690519443,0.015318658690519443,reach_stay_no_collision
0,108,0.01281361860903434,0.01281361860903434,reach_stay_no_collision
0,109,0.015845648553015915,0.015845648553015915,reach_stay_no_collision
0,110,0.013884644304056537,0.013884644304056537,reach_stay_no_collision
0,111,0.014262164868565488,0.014262164868565488,reach_stay_no_collision
0,112,0.011533213107244002,0.011533213107244002,reach_stay_no_collision
0,113,0.015161475455725663,0.015161475455725663,reach_stay_no_collision
0,114,0.015838584796461812,0.015838584796461812,reach_stay_no_collision
0,115,0.014703698623223845,0.014703698623223845,reach_stay_no_collision
0,116,0.014133714937258412,0.014133714937258412,reach_stay_no_collision
0,117,0.010708084416200225,0.010708084416200225,reach_stay_no_collision
0,118,0.015581566510951324,0.015581566510951324,reach_stay_no_collision
0,119,0.014838254625884402,0.014838254625884402,reach_stay_no_collision
0,120,0.014570568603051812,0.014570568603051812,reach_stay_no_collision
0,121,0.013688249396776512,0.013688249396776512,reach_stay_no_collision
0,122,0.010969863243778511,0.010969863243778511,reach_stay_no_collision
0,123,0.013595280776714399,0.013595280776714399,reach_stay_no_collision
0,124,0.017275215046224007,0.017275215046224007,reach_stay_no_collision
0,125,0.017256165678926075,0.017256165678926075,reach_stay_no_collision
0,126,0.015789058288226694,0.015789058288226694,reach_stay_no_collision
0,127,0.01698846307358962,0.01698846307358962,reach_stay_no_collision
0,128,0.015721879976569257,0.015721879976569257,reach_stay_no_collision
0,129,0.016874938942536322,0.016874938942536322,reach_stay_no_collision
0,130,0.016491859417995164,0.016491859417995164,reach_stay_no_collision
0,131,0.016561287123390254,0.016561287123390254,reach_stay_no_collision
0,132,0.014368686251036537,0.014368686251036537,reach_stay_no_collision
0,133,0.01356697599925729,0.01356697599925729,reach_stay_no_collision
0,134,0.013341471290956732,0.013341471290956732,reach_stay_no_collision
0,135,0.014905023982119991,0.014905023982119991,reach_stay_no_collision
0,136,0.017220389814343384,0.017220389814343384,reach_stay_no_collision
0,137,0.01768097295751544,0.01768097295751544,reach_stay_no_collision
0,138,0.016630028233183925,0.016630028233183925,reach_stay_no_collision
0,139,0.0160287570628788,0.0160287570628788,reach_stay_no_collision
0,140,0.017748228440391187,0.017748228440391187,reach_stay_no_collision
0,141,0.016313143596634067,0.016313143596634067,reach_stay_no_collision
0,142,0.014900074806074137,0.014900074806074137,reach_stay_no_collision
0,143,0.014346363952702494,0.014346363952702494,reach_stay_no_collision
0,144,0.017201302855692012,0.017201302855692012,reach_stay_no_collision
0,145,0.016905253607983086,0.016905253607983086,reach_stay_no_collision
0,146,0.017465654777245126,0.017465654777245126,reach_stay_no_collision
0,147,0.01722116693942105,0.01722116693942105,reach_stay_no_collision
0,148,0.01718917169943914,0.01718917169943914,reach_stay_no_collision
0,149,0.01713903570588833,0.01713903570588833,reach_stay_no_collision
