Environment,Episode,Robustness,End_Condition
10,125,-0.050696712452340156,collision
9,119,-0.023297805832717497,too_many_steps
10,126,-0.030977635354070374,collision
2,128,-0.03219132904315394,collision
8,127,-0.02188138185104813,too_many_steps
8,128,-0.05868198658395646,collision
1,125,-0.0027202212439543447,too_many_steps
1,126,0.0008729544007143736,perfect
1,127,0.0014402230140910244,perfect
4,129,-0.02210117223789493,too_many_steps
3,127,-0.02419005333161636,too_many_steps
3,128,0.0008242055171515904,perfect
0,120,-0.0027098956673581587,too_many_steps
11,104,-0.006322307063279964,too_many_steps
0,121,0.0003366226387732339,perfect
6,133,-0.000184965226947241,too_many_steps
8,129,-0.03169550762370345,collision
5,116,-0.0194320740987516,too_many_steps
7,125,-2.8212463440313584e-05,too_many_steps
9,120,-0.019738722794781918,too_many_steps
4,130,-0.03892913823383307,collision
10,127,-0.02417767964481062,too_many_steps
2,129,-0.01842069081886035,too_many_steps
0,122,0.001975185939988213,perfect
5,117,0.003999519741902147,perfect
5,118,0.005253458867056889,perfect
1,128,-0.03637244885544559,collision
1,129,-0.06484847658690052,collision
1,130,-0.03304428760293683,collision
3,129,-0.02312184950991836,too_many_steps
7,126,-0.03507943534624301,collision
11,105,-0.016845904707323778,too_many_steps
11,106,-0.15338065757646804,collision
11,107,0.0061215484557516076,perfect
6,134,-0.00907776642992595,too_many_steps
8,130,-0.0002977387260769612,too_many_steps
5,119,0.003826026783143758,perfect
5,120,0.0004035718713085723,perfect
9,121,-0.016773869537154422,too_many_steps
4,131,-0.028772889523025414,too_many_steps
10,128,-0.028823521861510364,too_many_steps
2,130,-0.02663363723305206,too_many_steps
0,123,-0.014487632706076461,too_many_steps
0,124,-0.05083165517107008,collision
0,125,0.005315895786547413,perfect
5,121,-0.03208393238450314,collision
0,126,-0.03832210791670547,collision
6,135,-0.03512887819368768,collision
1,131,-0.009463464898078047,too_many_steps
6,136,0.0018126325234003142,perfect
6,137,-0.0360671893176419,collision
3,130,-0.028745321696446034,too_many_steps
7,127,-0.007966455882953777,too_many_steps
2,131,0.0012443110870793382,perfect
2,132,-0.05462804481658251,collision
11,108,-0.01941051749904617,too_many_steps
2,133,0.0049694607315736855,perfect
1,132,0.004168336472752689,perfect
11,109,0.0091244165435925,perfect
8,131,-0.020184800835793718,too_many_steps
2,134,0.0003018606331664578,perfect
7,128,-0.03515968342730792,collision
7,129,0.0018504989210137192,perfect
7,130,0.002362825196057107,perfect
9,122,-0.009539504564205603,too_many_steps
4,132,-0.009909264195461932,too_many_steps
10,129,-0.010683113411234728,too_many_steps
2,135,0.011654147718069748,perfect
5,122,-0.021359706613189533,too_many_steps
0,127,-0.014098414259563891,too_many_steps
0,128,-0.07893611232679637,collision
6,138,-0.018743252799544342,too_many_steps
6,139,-0.06199639230266814,collision
6,140,-0.03429343489595413,collision
3,131,-0.023582546041194575,too_many_steps
1,133,-0.030041099162178852,collision
1,134,-0.0538651750388805,collision
11,110,-0.0019705601309257526,too_many_steps
11,111,-0.11265158130575072,collision
11,112,0.0010086256723906561,perfect
11,113,0.0031509377649671932,perfect
9,123,0.0022127256907858057,perfect
11,114,-0.033689231491309674,collision
8,132,-0.018480149518115437,too_many_steps
7,131,-0.023956789379615887,too_many_steps
7,132,-0.0790482486985927,collision
7,133,0.0017083830887121253,perfect
4,133,-0.026566937431279615,too_many_steps
4,134,0.0011146528461566073,perfect
10,130,-0.016451516956315235,too_many_steps
2,136,-0.0011355167499797758,too_many_steps
5,123,-0.017948618662921176,too_many_steps
5,124,-0.10495293520603086,collision
5,125,0.003427661169884466,perfect
0,129,-0.029943215064410472,too_many_steps
4,135,0.005560549420018178,perfect
5,126,0.004436996139533099,perfect
4,136,0.005846245418416763,perfect
6,141,-0.02329377320516505,too_many_steps
3,132,-0.022904481562853535,too_many_steps
3,133,-0.05500729982250285,collision
1,135,-0.04960315643554415,too_many_steps
1,136,-0.056772040740766416,collision
1,137,0.0010338098384489944,perfect
6,142,0.0041498295664778515,perfect
9,124,-0.024879107149958692,too_many_steps
6,143,-0.03447192508830924,collision
11,115,-0.02591952679740039,too_many_steps
8,133,-0.0008776702515670143,too_many_steps
9,125,0.009303290283979556,perfect
11,116,0.006316975093455111,perfect
1,138,-0.030180648983571666,collision
11,117,-0.11887997945781568,collision
10,131,-0.033001982135849886,collision
9,126,-0.03478762597879334,collision
9,127,0.007513094296564375,perfect
8,134,0.00016550252285245717,perfect
7,134,-0.024597864993031862,too_many_steps
2,137,-0.021120485007862906,too_many_steps
10,132,0.0010966846266815856,perfect
0,130,-0.0037313002026270158,too_many_steps
5,127,-0.010847101030308899,too_many_steps
4,137,-0.015714442616304357,too_many_steps
7,135,-0.041011822048660114,collision
3,134,-0.028363794132235668,too_many_steps
3,135,0.011263175273851232,perfect
9,128,-0.035093181339903176,collision
9,129,0.0015376050459786246,perfect
9,130,-0.04217967989853938,collision
5,128,0.0017125440052166672,perfect
6,144,-0.0006729278329032362,too_many_steps
1,139,-0.014462313460634396,too_many_steps
11,118,-0.02484011937374795,too_many_steps
11,119,-0.07199573275055937,collision
8,135,-0.0027731264860245755,too_many_steps
1,140,-0.03316365081373687,collision
3,136,-0.03189140959904391,collision
3,137,-0.04677832972775166,collision
2,138,-0.020328450263508175,too_many_steps
10,133,-0.012279269170082402,too_many_steps
0,131,-0.02559698977150162,too_many_steps
0,132,0.004100800682438434,perfect
0,133,0.0030920109835113722,perfect
4,138,-0.028502461534737056,too_many_steps
7,136,-0.02313576303375187,too_many_steps
8,136,0.00020937155549872327,perfect
8,137,-0.06971711820258604,collision
9,131,-0.0288236136424504,too_many_steps
5,129,-0.005742127547079642,too_many_steps
6,145,-0.01904076486867715,too_many_steps
6,146,-0.03553434303720184,collision
11,120,-0.028284086396084127,too_many_steps
1,141,-0.00799350559579029,too_many_steps
3,138,-0.008330261940028089,too_many_steps
9,132,-0.03070484389270927,collision
2,139,-0.004154395733208402,too_many_steps
3,139,0.0018201706344041085,perfect
10,134,-0.03956045749975602,too_many_steps
0,134,-0.01521280154351206,too_many_steps
4,139,-0.0063621323952928605,too_many_steps
7,137,-0.03692977202179078,too_many_steps
7,138,-0.07688696449469248,collision
8,138,-0.01700815251438601,too_many_steps
8,139,0.004044792779707838,perfect
8,140,0.0027780852125959578,perfect
8,141,0.004116456261168539,perfect
5,130,-0.020333927617495726,too_many_steps
6,147,-0.0029079651206277597,too_many_steps
11,121,-0.017894598918417687,too_many_steps
1,142,-0.0017721123093448372,too_many_steps
9,133,-0.01773125541208015,too_many_steps
2,140,-0.024118016140520733,too_many_steps
2,141,-0.06465480751407726,collision
3,140,-0.020069928978381644,too_many_steps
3,141,-0.0327783490086441,collision
3,142,0.001599478559260667,perfect
10,135,-0.02278096512837817,too_many_steps
9,134,-0.03395609679505138,collision
10,136,0.00016281479372776825,perfect
0,135,-0.024401666233180717,too_many_steps
0,136,-0.09983964950952673,collision
10,137,0.0028109017702859194,perfect
0,137,-0.11463053276635295,collision
4,140,-0.010613770241316423,too_many_steps
7,139,-0.009150258508982975,too_many_steps
7,140,-0.03380970243628539,collision
2,142,-0.03178950369710448,collision
2,143,-0.039072027526355746,collision
4,141,-0.03890041600444213,collision
10,138,0.004503593757249701,perfect
4,142,0.0027781981145274387,perfect
4,143,-0.0831804353928893,collision
4,144,-0.03457869744554109,collision
8,142,-0.025371655950743942,too_many_steps
2,144,-0.03259701277967056,collision
5,131,-0.011342491834479503,too_many_steps
6,148,-0.024763395045736894,too_many_steps
6,149,0.000753950271124737,perfect
6,150,0.00374042915057151,perfect
6,151,-0.04457532881580689,collision
11,122,-0.016167747858342185,too_many_steps
1,143,-0.011432258538463816,too_many_steps
2,145,2.5627919560285845e-05,perfect
3,143,-0.029274894958513327,too_many_steps
9,135,-0.020828138638599374,too_many_steps
3,144,0.00034501808555443755,perfect
0,138,-0.028297886336752287,too_many_steps
3,145,0.0013076121680669905,perfect
9,136,-0.030198676849862036,collision
9,137,-0.08038130249237989,collision
7,141,-0.026285522172409446,too_many_steps
7,142,-0.036138631270178856,collision
10,139,-0.010648797843488114,too_many_steps
10,140,0.0015761893594579066,perfect
4,145,-0.03144942250821164,collision
4,146,-0.12637807021571493,collision
3,146,0.00020958468068831698,perfect
8,143,-0.027007277508029625,too_many_steps
5,132,-0.009539524921891869,too_many_steps
6,152,-0.02999855648606345,too_many_steps
6,153,-0.041774934287345994,collision
11,123,-0.011055608004457148,too_many_steps
11,124,-0.031966124537802496,collision
1,144,-0.025393569973617237,too_many_steps
2,146,-0.023625991946838107,too_many_steps
2,147,0.0015638309150939299,perfect
11,125,0.0027535911661765444,perfect
6,154,-0.033018540317398516,collision
0,139,-0.016924219319966894,too_many_steps
9,138,-0.01668394869079102,too_many_steps
9,139,0.0027991324068702243,perfect
7,143,-0.0208412805728801,too_many_steps
7,144,0.007908051650581456,perfect
10,141,-0.02606219433442943,too_many_steps
4,147,-0.02071692641441565,too_many_steps
10,142,0.001638035993134529,perfect
3,147,-0.010353340629999076,too_many_steps
8,144,-0.021478444417343954,too_many_steps
5,133,-0.017982719025393726,too_many_steps
5,134,0.00788829236402649,perfect
5,135,0.0032333724702449766,perfect
4,148,-0.03492956404664388,collision
4,149,-0.08965071577426441,collision
1,145,-0.012895263420507681,too_many_steps
3,148,0.005223003799582503,perfect
1,146,-0.03767837102919108,collision
2,148,-0.02594191680193834,too_many_steps
5,136,-0.030225438139171078,collision
3,149,0.003539180467940089,perfect
11,126,-0.02702774273524776,too_many_steps
6,155,-0.0036752764435618313,too_many_steps
0,140,-0.04318106182160736,too_many_steps
9,140,-0.01969934044073429,too_many_steps
7,145,-0.024942038692706572,too_many_steps
10,143,-0.022118352660883904,too_many_steps
0,141,0.009793966401059168,perfect
8,145,-8.139087816401436e-05,too_many_steps
10,144,0.00018816890777966985,perfect
8,146,-0.041654178119226906,collision
8,147,-0.06793734140931866,collision
0,142,0.004508560139887447,perfect
4,150,-0.015365782210569744,too_many_steps
11,127,-0.03643845573884459,collision
11,128,-0.0756224186572537,collision
1,147,-0.0050456880070561885,too_many_steps
2,149,-0.026929355589648925,too_many_steps
11,129,-0.04066018698438091,collision
5,137,-0.020955781326480818,too_many_steps
3,150,-0.0295004942752746,too_many_steps
11,130,-0.030321648505796363,collision
0,143,-0.03324357973297931,collision
0,144,0.00230855628983136,perfect
6,156,-0.028003328512161318,too_many_steps
5,138,-0.030274815204741894,collision
9,141,-0.013889519114084564,too_many_steps
7,146,-0.027435940185089453,too_many_steps
7,147,0.0010801560053784083,perfect
0,145,-0.032056254147998814,collision
7,148,-0.03441661110745439,collision
7,149,0.0007149588664343981,perfect
0,146,0.0051009860585099695,perfect
7,150,0.004943889975571249,perfect
10,145,-0.041215646606812026,too_many_steps
8,148,-0.04243686834021827,too_many_steps
10,146,-0.08044095376712809,collision
0,147,0.0028071872658977128,perfect
7,151,-0.03559162006241457,collision
4,151,-0.0027306889700023373,too_many_steps
1,148,-0.005777379769312793,too_many_steps
2,150,-0.0010880171124557914,too_many_steps
10,147,-0.03290880979432356,collision
3,151,-0.04225844985702004,too_many_steps
8,149,-0.030443858756337393,collision
11,131,-0.015815700962821363,too_many_steps
11,132,0.0026158109844758443,perfect
11,133,-0.11604235964997152,collision
8,150,-0.037771214823384094,collision
11,134,0.0014864875393510307,perfect
6,157,-0.02646126916408951,too_many_steps
5,139,-0.005162425937357072,too_many_steps
5,140,0.000991736655495349,perfect
4,152,-0.032397649143311294,collision
4,153,0.002086786925106554,perfect
9,142,-9.857557859973068e-05,too_many_steps
9,143,0.0020608993916578604,perfect
9,144,0.0012817998190973803,perfect
0,148,-0.02863184603085209,too_many_steps
7,152,-0.0033617758854728244,too_many_steps
4,154,0.0012110745452458271,perfect
7,153,7.940564195380376e-05,perfect
1,149,-0.050895164604228396,too_many_steps
2,151,-0.00378876596859945,too_many_steps
10,148,-0.020752922588500092,too_many_steps
1,150,-0.030396461685213195,collision
3,152,-0.013000374239945253,too_many_steps
3,153,0.0027031079204636113,perfect
8,151,-0.016035242790912223,too_many_steps
11,135,-0.015817890653182627,too_many_steps
1,151,0.004774974386707997,perfect
1,152,-0.03145327653671269,collision
9,145,-0.037886837882845206,collision
9,146,0.00223008897566513,perfect
9,147,-0.03673068226652339,collision
6,158,-0.026117638035719665,too_many_steps
9,148,0.002714308878213969,perfect
9,149,-0.08315269755966899,collision
5,141,-0.010237157435252192,too_many_steps
5,142,0.001222374249376764,perfect
6,159,-0.0412142427775834,collision
9,150,0.0019184910347148434,perfect
6,160,0.005260314919774266,perfect
5,143,-0.03362524818099656,collision
0,149,-0.019010555778464822,too_many_steps
4,155,-0.013805250323086347,too_many_steps
7,154,-0.025107668339951948,too_many_steps
5,144,-0.03371870686655959,collision
7,155,-0.05736725547953937,collision
7,156,-0.0857225771750803,collision
5,145,5.9905914469842586e-05,perfect
2,152,-0.023335690243010646,too_many_steps
10,149,-0.02042142789792522,too_many_steps
3,154,-0.014208187448712481,too_many_steps
3,155,0.0004052753814154965,perfect
8,152,-0.012885465337435818,too_many_steps
11,136,-0.005007574639665481,too_many_steps
1,153,-0.011038422065656028,too_many_steps
11,137,-0.03377789816866134,collision
11,138,0.00652303015647307,perfect
9,151,-0.017027117837315496,too_many_steps
6,161,-0.008903391194955076,too_many_steps
0,150,-0.018514326285329112,too_many_steps
6,162,0.001709789049300886,perfect
6,163,0.005920105372162296,perfect
1,154,-0.030981681690193854,collision
4,156,-0.008489379351225006,too_many_steps
7,157,-0.017918968438405777,too_many_steps
7,158,-0.058281086933604204,collision
5,146,-0.027289543800728396,too_many_steps
0,151,0.0014250655821340732,perfect
6,164,0.006358110685866558,perfect
2,153,-0.0072063448172655295,too_many_steps
6,165,-0.03929837557994782,collision
10,150,-0.018061246937577442,too_many_steps
3,156,-0.00928048003575082,too_many_steps
3,157,-0.04890653469574459,collision
8,153,-0.0062622461365812315,too_many_steps
8,154,-0.040650051045013916,collision
8,155,-0.0315329192375237,collision
11,139,-0.011968949527727615,too_many_steps
11,140,0.008266067521454682,perfect
9,152,-0.0058892227907213525,too_many_steps
7,159,-0.032175315806154875,collision
1,155,-0.008492409179801999,too_many_steps
7,160,-0.034822045886680295,collision
4,157,-0.026715337769916518,too_many_steps
4,158,-0.11349247973510719,collision
7,161,0.002002750482797848,perfect
7,162,-0.10568677705214964,collision
1,156,0.006599475405123088,perfect
7,163,0.0008953439643975374,perfect
5,147,-0.02757920061920131,too_many_steps
5,148,-0.0948216251300089,collision
0,152,-0.00550873435780095,too_many_steps
5,149,0.004730283267397745,perfect
2,154,-0.031075844798209587,collision
1,157,0.007108261959807698,perfect
6,166,-0.018305641033979053,too_many_steps
6,167,-0.03005305385640846,collision
10,151,-0.014436704930048547,too_many_steps
3,158,-0.02285623514390334,too_many_steps
8,156,-0.014130216643098444,too_many_steps
8,157,0.005255070097381182,perfect
11,141,-0.02005884522479961,too_many_steps
9,153,-0.013201649319452908,too_many_steps
9,154,0.010568337067621773,perfect
4,159,-0.023028456971399502,too_many_steps
4,160,-0.033075884556237244,collision
4,161,-0.03479209437112252,collision
7,164,-0.028264484264495238,too_many_steps
0,153,-0.04603405958551594,too_many_steps
5,150,-0.020002889513536824,too_many_steps
2,155,-0.029554731912362096,too_many_steps
7,165,0.0033971320902804227,perfect
1,158,-0.016791854241281046,too_many_steps
7,166,0.0033484192295073385,perfect
6,168,-0.024851301656640422,too_many_steps
10,152,-0.02713047369684995,too_many_steps
1,159,0.0013603875479823377,perfect
1,160,-0.035599989442820015,collision
3,159,-0.02492965828097309,too_many_steps
8,158,-0.005984213494846458,too_many_steps
8,159,-0.14624222058135983,collision
8,160,0.0013936657034513168,perfect
11,142,-0.024811541053309318,too_many_steps
5,151,-0.03942141368429124,collision
9,155,-0.003670772692935212,too_many_steps
9,156,0.001835278098960471,perfect
6,169,-0.031974011058567155,collision
6,170,-0.03248363501652343,collision
10,153,-0.03625906218646472,collision
8,161,-0.030197671455894384,collision
4,162,-0.007928034891047209,too_many_steps
0,154,-0.010939413389741373,too_many_steps
0,155,-0.08291972800693724,collision
6,171,-0.03063776730859253,collision
3,160,-0.0320748958764477,collision
2,156,-0.026046150791850554,too_many_steps
6,172,-0.03990928531579793,collision
6,173,-0.04543382444410357,collision
0,156,0.001442313934597754,perfect
7,167,-0.03908672916101483,too_many_steps
0,157,0.006507930265701451,perfect
2,157,0.004366933770736287,perfect
1,161,-0.02188195946936999,too_many_steps
0,158,0.0031852457403666844,perfect
0,159,0.0007722769519968864,perfect
10,154,-0.03685696159509854,collision
2,158,0.0009495697074912851,perfect
11,143,-0.06006837149882671,too_many_steps
11,144,-0.06743662084956083,collision
5,152,-0.025399704894138456,too_many_steps
11,145,0.0005013279900789105,perfect
11,146,-0.05729211496648837,collision
9,157,-0.015630351980935535,too_many_steps
8,162,-0.013307735810779965,too_many_steps
4,163,-0.010608628815496186,too_many_steps
5,153,-0.040606324420846183,collision
3,161,-0.026336278115425354,too_many_steps
4,164,0.006288148260973427,perfect
6,174,-0.001704781089507293,too_many_steps
4,165,0.004378360921912789,perfect
9,158,0.0011017323579523182,perfect
6,175,0.0024591244216940027,perfect
7,168,-0.017321039676132563,too_many_steps
9,159,0.00014099195006356258,perfect
3,162,0.0010130093757675165,perfect
1,162,-0.00265689648749394,too_many_steps
1,163,-0.0802173814214612,collision
7,169,0.0006855515552942198,perfect
1,164,-0.03571432787191131,collision
11,147,-0.03265556483311002,collision
11,148,0.003114102591086125,perfect
1,165,0.012887353660406269,perfect
1,166,-0.06427359490609226,collision
0,160,-0.02301939359612194,too_many_steps
10,155,-0.0037347030287555975,too_many_steps
1,167,0.0017162377212601408,perfect
10,156,0.007395830686861336,perfect
10,157,0.012809217186854582,perfect
4,166,-0.031512905901041284,collision
2,159,-0.005445902116979574,too_many_steps
10,158,0.004084115456712896,perfect
10,159,0.002352049404965039,perfect
8,163,-0.026251099335544634,too_many_steps
10,160,0.0016614146771570977,perfect
5,154,-0.021383105447479837,too_many_steps
4,167,-0.032799037346679334,collision
0,161,-0.03233871813520714,collision
0,162,-0.11429838358797036,collision
10,161,0.002164143882762655,perfect
6,176,-0.0010206485008264696,too_many_steps
8,164,-0.032799967683946815,collision
8,165,0.003241309377886234,perfect
9,160,-0.01326730044401759,too_many_steps
3,163,-0.0018820972162699803,too_many_steps
7,170,-0.016710923416288992,too_many_steps
11,149,-0.02366980871311256,too_many_steps
1,168,-0.00996178870294264,too_many_steps
2,160,-0.02387421655548211,too_many_steps
2,161,-0.03016542387792999,collision
2,162,0.0006575582598216563,perfect
10,162,-0.030477795524391085,collision
10,163,-0.03367734923687249,collision
5,155,-0.0062955522951010645,too_many_steps
5,156,-0.05957201646635413,collision
5,157,-0.07155704620959925,collision
5,158,-0.0632580318204451,collision
4,168,-0.005379423383432759,too_many_steps
0,163,-0.010002130181211287,too_many_steps
1,169,-0.030281567711992616,collision
6,177,-0.011232767738875837,too_many_steps
8,166,-0.01791956551737956,too_many_steps
9,161,-0.012622307525585338,too_many_steps
3,164,-0.00035201044507815124,too_many_steps
7,171,-0.009280401033114026,too_many_steps
11,150,-0.027817903321664478,too_many_steps
0,164,-0.04139252209986624,collision
11,151,-0.033504360188708,collision
4,169,0.0034343434948264466,perfect
10,164,-0.03232310189779708,collision
10,165,-0.05365838245708972,collision
0,165,0.003905631203732156,perfect
11,152,-0.03451563326062607,collision
11,153,-0.08176146523923347,collision
0,166,-0.031093558284574108,collision
8,167,-0.031139342254936076,collision
7,172,-0.031058065503615243,collision
0,167,-0.03503530827903731,collision
0,168,-0.031137550762875475,collision
0,169,0.0011370552246277102,perfect
2,163,-0.02356944232451284,too_many_steps
0,170,-0.04048323788503912,collision
5,159,-0.01988390149840824,too_many_steps
5,160,0.006165514470545521,perfect
11,154,-0.03144198317091605,collision
11,155,0.0017696422162358262,perfect
1,170,-0.04277859317773852,too_many_steps
6,178,-0.0267699658832477,too_many_steps
9,162,-0.0023574879567980836,too_many_steps
3,165,-0.008367878022153871,too_many_steps
9,163,9.506291827297841e-05,perfect
4,170,-0.004482797049737853,too_many_steps
10,166,-0.010451832851365549,too_many_steps
4,171,0.0006537340252330756,perfect
4,172,-0.06321266906680917,collision
3,166,-0.03180288202886222,collision
8,168,-0.0069774259246020084,too_many_steps
7,173,-0.01925045804361076,too_many_steps
8,169,-0.06806658362600711,collision
7,174,0.0024796333032920982,perfect
8,170,-0.03045464624977697,collision
2,164,-0.01165152549898097,too_many_steps
0,171,-0.005032257220665023,too_many_steps
0,172,0.009315850688090037,perfect
0,173,0.005226315283241675,perfect
0,174,-0.04350958089271602,collision
4,173,-0.03201282308803094,collision
4,174,-0.06852106337699201,collision
5,161,-0.0024845717267434272,too_many_steps
11,156,-0.021048170464341244,too_many_steps
11,157,-0.03261950656215094,collision
1,171,-0.016703184786058003,too_many_steps
6,179,-0.026363651264648773,too_many_steps
11,158,0.0054615166099931806,perfect
11,159,-0.045872784067072944,collision
9,164,-0.010977046702703275,too_many_steps
11,160,0.0013275572325213564,perfect
10,167,-0.003101230023293107,too_many_steps
9,165,-0.03319080107934156,collision
3,167,-0.026361703408227848,too_many_steps
7,175,-0.010564868376602254,too_many_steps
8,171,-0.01820630646879646,too_many_steps
8,172,-0.08375720661258793,collision
2,165,-0.001660326224481784,too_many_steps
0,175,-0.016372306139522695,too_many_steps
9,166,-0.03143039811133274,collision
9,167,-0.0665311933143705,collision
2,166,-0.030123726091544224,collision
2,167,0.008256589049588363,perfect
2,168,-0.0615336077161146,collision
4,175,-0.03243415894710137,collision
2,169,-0.1297070976743272,collision
5,162,-0.0036346890133070534,too_many_steps
1,172,-0.014623532709205848,too_many_steps
6,180,-0.004457854783488653,too_many_steps
11,161,-0.01896207043793355,too_many_steps
10,168,-0.027889044438741427,too_many_steps
10,169,0.0015884001966733133,perfect
10,170,-0.040824559031630486,collision
6,181,-0.03072334437676986,collision
3,168,-0.0236422853346996,too_many_steps
7,176,-0.013043807394422853,too_many_steps
7,177,-0.04333814603131954,collision
8,173,-0.02058398947931958,too_many_steps
3,169,0.003376732788404814,perfect
11,162,0.0031498451610844774,perfect
0,176,-0.009449364272382486,too_many_steps
11,163,0.0039025711760572457,perfect
11,164,-0.1083829190582039,collision
11,165,0.002491851799404844,perfect
9,168,-0.011126281864820266,too_many_steps
4,176,-0.023987497364307983,too_many_steps
11,166,0.0013736523519190316,perfect
2,170,-0.0027798084436518253,too_many_steps
5,163,-0.007233268876181191,too_many_steps
2,171,0.008959769342399065,perfect
4,177,-0.030070091885513538,collision
1,173,-0.012663383210454196,too_many_steps
8,174,-0.031373292518060134,collision
10,171,-0.021767234856875987,too_many_steps
10,172,-0.04258669751896267,collision
6,182,-0.010698807912333165,too_many_steps
1,174,-0.03135054699957794,collision
6,183,5.5750343293831106e-05,perfect
6,184,-0.0480393889773615,collision
7,178,-0.008951753151820237,too_many_steps
8,175,-0.03017248830973648,collision
8,176,-0.04834824787453136,collision
3,170,-0.026262880517846195,too_many_steps
3,171,-0.079494690852069,collision
0,177,-0.00843904629805485,too_many_steps
9,169,-0.01298035711906255,too_many_steps
9,170,0.002137143557358022,perfect
0,178,0.0031490531008816144,perfect
11,167,-0.027492538436341953,too_many_steps
9,171,0.001995414863463229,perfect
9,172,-0.050379696610390184,collision
11,168,0.0002269721764874659,perfect
11,169,-0.07186362970608559,collision
5,164,-0.029119870221717095,too_many_steps
2,172,-0.014835854523742024,too_many_steps
8,177,-0.037563783314247624,collision
5,165,0.0007084104448454934,perfect
4,178,-0.02798449714120418,too_many_steps
5,166,0.010955281753444911,perfect
4,179,0.000999200286513513,perfect
4,180,0.004775250255697434,perfect
10,173,-0.00403443107299652,too_many_steps
10,174,-0.03188053788289766,collision
10,175,-0.13851940061288956,collision
1,175,-0.006508893047828208,too_many_steps
1,176,0.004844693773719483,perfect
6,185,-0.03808798174503811,too_many_steps
7,179,-0.0172725508224297,too_many_steps
6,186,0.0005250288275122916,perfect
3,172,-0.019697543192550786,too_many_steps
0,179,-0.04034210154308901,too_many_steps
9,173,-0.0031990989822215377,too_many_steps
11,170,-0.026668363343615685,too_many_steps
2,173,-0.010905670246401745,too_many_steps
8,178,-0.013619649162154843,too_many_steps
2,174,-0.05105206339395173,collision
11,171,-0.034827978190875554,collision
5,167,-0.02583833520555173,too_many_steps
2,175,-0.03175074756221833,collision
4,181,-0.015189613064043157,too_many_steps
5,168,0.0014521758041362819,perfect
11,172,-0.03278858160298604,collision
10,176,-0.022673341864880656,too_many_steps
1,177,-0.020102615910467914,too_many_steps
10,177,0.0016215630624433139,perfect
7,180,-0.021432297083543075,too_many_steps
6,187,-0.028540939993669794,too_many_steps
6,188,-0.03105288621952334,collision
3,173,-0.0040809099695732765,too_many_steps
3,174,-0.2119787439331799,collision
3,175,-0.037442526182558444,collision
3,176,0.0015758486938331276,perfect
6,189,-0.030713303058402364,collision
6,190,-0.04038769228724216,collision
6,191,-0.10895008458345258,collision
0,180,-0.02217998364926001,too_many_steps
9,174,-0.026826386064526517,too_many_steps
8,179,-0.008278364636152627,too_many_steps
0,181,0.0010385357860912166,perfect
8,180,0.0036126723626052903,perfect
2,176,-0.02724282916364903,too_many_steps
4,182,-0.014494185404172494,too_many_steps
5,169,-0.019930569442147154,too_many_steps
11,173,-0.0277583233559766,too_many_steps
11,174,1.4578702754276113e-05,perfect
4,183,-0.03233890815946638,collision
1,178,-0.012346202318261737,too_many_steps
11,175,-0.030447927662333063,collision
11,176,0.0050366515522118835,perfect
10,178,-0.006374861873850467,too_many_steps
10,179,-0.06612259942179956,collision
7,181,-0.008422581708455015,too_many_steps
10,180,0.0005051269466352995,perfect
3,177,-0.006436770222669787,too_many_steps
6,192,-0.005344157195530219,too_many_steps
6,193,0.0003568390313126932,perfect
9,175,-0.006217749301565122,too_many_steps
0,182,-0.006939219527908123,too_many_steps
8,181,-0.02304377826281345,too_many_steps
8,182,-0.037689106542507206,collision
2,177,-0.003101282944307584,too_many_steps
5,170,-0.024073306184516474,too_many_steps
4,184,-0.0008992772392932627,too_many_steps
7,182,-0.03122439479354553,collision
1,179,-0.024801535382854973,too_many_steps
11,177,-0.029671451652008397,too_many_steps
0,183,-0.03242060848553162,collision
0,184,-0.03268968991132708,collision
10,181,-0.019209776584373544,too_many_steps
3,178,-0.0026618381641301467,too_many_steps
6,194,-0.014846427449067348,too_many_steps
9,176,-0.02551704875241099,too_many_steps
3,179,0.0007547712326977478,perfect
3,180,-0.04314527223227976,collision
8,183,-0.01963549661482697,too_many_steps
8,184,-0.035455931922005586,collision
2,178,-0.02099500236029578,too_many_steps
5,171,-0.0272704957467288,too_many_steps
4,185,-0.0009985894768250077,too_many_steps
7,183,-0.03072557643487744,collision
6,195,-0.03314608323843268,collision
6,196,-0.056811401430604536,collision
1,180,-0.024862259680872797,too_many_steps
11,178,-0.02943090972631714,too_many_steps
11,179,0.008665602743873329,perfect
11,180,0.005926853957022572,perfect
0,185,-0.012593282907078528,too_many_steps
0,186,0.0056381251088016785,perfect
0,187,-0.15787539998662428,collision
10,182,-0.0017638164202859498,too_many_steps
10,183,0.006365593959827352,perfect
9,177,-0.020535430112428876,too_many_steps
9,178,0.008848697018463561,perfect
3,181,-0.004559194735860313,too_many_steps
3,182,0.006376031759156544,perfect
8,185,-0.029722124494640872,too_many_steps
2,179,-0.004339690672609482,too_many_steps
2,180,-0.05434144999526247,collision
5,172,-0.003420801922895296,too_many_steps
5,173,0.0012912567256928992,perfect
4,186,-0.02359214363857249,too_many_steps
4,187,-0.07842439352486989,collision
7,184,-0.010665234649382495,too_many_steps
6,197,-0.02088456235916882,too_many_steps
6,198,-0.04953827024465103,collision
10,184,0.0010721583226804068,perfect
10,185,-0.05267781778679782,collision
1,181,-0.014276356240370089,too_many_steps
1,182,-0.038237275005100047,collision
