Environment,Episode,Robustness,End_Condition
2,63,-0.019817857110133844,too_many_steps
3,70,-0.006396186614698714,too_many_steps
8,66,-0.009175916451157055,too_many_steps
10,61,-0.0194142819079722,too_many_steps
3,71,0.005902159654315361,perfect
8,67,-0.03193462526046063,collision
3,72,-0.04906527710102586,collision
3,73,-0.032540480263086424,collision
3,74,-0.03561959442348485,collision
4,65,-0.014389075409941048,too_many_steps
7,54,-0.02112382708318704,too_many_steps
7,55,-0.06747112226038351,collision
7,56,-0.0679652432198182,collision
9,57,-0.0021749613983903793,too_many_steps
7,57,0.003498803660434025,perfect
9,58,-0.061565036848824514,collision
6,71,-0.005228134864793,too_many_steps
5,60,-0.009085565491738903,too_many_steps
11,55,-0.007869873209108237,too_many_steps
7,58,-0.03180649997399747,collision
7,59,-0.034326164948763005,collision
11,56,0.0024163592140138065,perfect
5,61,0.0007136928127732083,perfect
1,63,-0.02824465155073094,too_many_steps
10,62,0.002386532778994175,perfect
10,63,0.002520609620945597,perfect
10,64,0.0015684937633226384,perfect
0,59,-0.0014975914794148962,too_many_steps
2,64,-0.015024176225922496,too_many_steps
8,68,-0.016512579273175072,too_many_steps
8,69,-0.09044611240668125,collision
2,65,0.005589795902567392,perfect
3,75,-0.0059730704062982976,too_many_steps
4,66,-0.02267712702004339,too_many_steps
2,66,0.00468718301205843,perfect
2,67,0.001438524165862494,perfect
2,68,0.0013224154816128507,perfect
2,69,0.008726224842141304,perfect
9,59,-0.005387861179680098,too_many_steps
9,60,0.0010813476230989993,perfect
5,62,0.0036424038355661673,perfect
9,61,0.007531867199047519,perfect
6,72,-0.0211270118217273,too_many_steps
9,62,0.0047802033977508256,perfect
7,60,-0.007599536792495011,too_many_steps
7,61,-0.04546894109444172,collision
11,57,-0.005064901428967629,too_many_steps
11,58,-0.05267105891056739,collision
1,64,-0.014495467601279996,too_many_steps
3,76,-0.03630733453595885,collision
6,73,-0.030465924232060758,collision
10,65,-0.03625091848883845,collision
0,60,-0.008160029184036466,too_many_steps
2,70,-0.03558828289934529,collision
2,71,-0.032181881747151614,collision
10,66,0.006347461318141484,perfect
2,72,0.004106870995203151,perfect
9,63,-0.031691269685532576,collision
8,70,-0.00995358349064301,too_many_steps
2,73,0.0019856793859919335,perfect
2,74,-0.04369862109879851,collision
4,67,-0.008077895145836296,too_many_steps
5,63,-0.014548323384337987,too_many_steps
8,71,-0.037825421730470016,collision
8,72,-0.035783011513826256,collision
7,62,-0.008721211435343011,too_many_steps
7,63,0.004025086987874543,perfect
11,59,-0.005227146116632088,too_many_steps
1,65,-0.010183988885180802,too_many_steps
7,64,-0.032990615399243736,collision
11,60,-0.031867843797233696,collision
11,61,0.0004492562301732714,perfect
3,77,-0.025006050034132407,too_many_steps
6,74,-0.02035695579978852,too_many_steps
0,61,-0.010345869545354845,too_many_steps
10,67,-0.020899874813321756,too_many_steps
10,68,-0.1695653637694401,collision
0,62,0.0035011814363224703,perfect
9,64,-0.0020630923729882955,too_many_steps
0,63,-0.036158531561911844,collision
2,75,-0.007524281245409565,too_many_steps
4,68,-0.015554976616693857,too_many_steps
4,69,-0.044247537152311556,collision
0,64,-0.030699018328951895,collision
11,62,-0.030656500596059028,collision
5,64,-0.005710227076162248,too_many_steps
8,73,-0.014052377995489515,too_many_steps
9,65,0.0022689126484919733,perfect
1,66,-0.0014840670747337283,too_many_steps
7,65,-0.009748578285328754,too_many_steps
0,65,-0.03293409715376829,collision
1,67,0.005037427320904356,perfect
3,78,-0.01938292668086172,too_many_steps
6,75,-0.029799018896113864,too_many_steps
3,79,0.010712069018018487,perfect
10,69,-0.013853860693588321,too_many_steps
5,65,-0.03232869947310446,collision
0,66,-0.03100578597133473,collision
0,67,-0.03512985363741264,collision
0,68,-0.03229192083232792,collision
2,76,-0.025259706711458278,too_many_steps
10,70,-0.043647315065001496,collision
4,70,-0.01069453009686877,too_many_steps
4,71,-0.03779977116894148,collision
11,63,-0.025861493088250496,too_many_steps
4,72,0.0024421095328141795,perfect
2,77,0.005205410697279809,perfect
4,73,0.0015258385584978294,perfect
11,64,-0.031384429365639406,collision
8,74,-0.02257782403309474,too_many_steps
9,66,-0.010170800608417352,too_many_steps
11,65,0.00510925205447256,perfect
7,66,-0.010906581751698924,too_many_steps
7,67,0.0008857436327586801,perfect
9,67,0.00042591662109122547,perfect
1,68,-0.01008910013836202,too_many_steps
7,68,0.005002153511958672,perfect
6,76,-0.0043737480244499735,too_many_steps
3,80,-0.02267591870455173,too_many_steps
3,81,0.004741165433236888,perfect
5,66,0.0012194255859255786,perfect
1,69,-0.03300938461344339,collision
1,70,0.0012205212723265108,perfect
0,69,-0.024059699234524255,too_many_steps
10,71,-0.029116696128426853,too_many_steps
2,78,-0.006966862174498774,too_many_steps
4,74,-0.011508076989677804,too_many_steps
8,75,-0.01559768756748519,too_many_steps
11,66,-0.026200989956760415,too_many_steps
11,67,-0.05152106405832976,collision
11,68,-0.04597737136605966,collision
8,76,0.002054310187783709,perfect
4,75,-0.03197115310588109,collision
4,76,5.245542856139457e-06,perfect
8,77,0.002775055143377274,perfect
9,68,-0.012269943412715006,too_many_steps
7,69,-0.022884873422527197,too_many_steps
9,69,-0.07292632891378717,collision
7,70,-0.08124911729121272,collision
2,79,-0.03045907671932475,collision
6,77,-0.020772404813503696,too_many_steps
3,82,-0.007035593135520088,too_many_steps
9,70,-0.030289176660344235,collision
3,83,-0.03643431905788608,collision
5,67,-0.02110308762192285,too_many_steps
1,71,-0.006889210229012274,too_many_steps
0,70,-0.0052967497563038875,too_many_steps
6,78,-0.03293778397280489,collision
7,71,-0.03036009750339578,collision
7,72,-0.038836277774942696,collision
10,72,-0.02459436825608854,too_many_steps
10,73,0.0052421299855686335,perfect
6,79,0.0012039504137114874,perfect
10,74,0.0021913791202166147,perfect
10,75,0.0010558007835623252,perfect
11,69,-0.020805775550437146,too_many_steps
4,77,-0.02562840289243284,too_many_steps
8,78,-0.01558071839186316,too_many_steps
2,80,-0.020170701796860757,too_many_steps
9,71,-0.023797148394240738,too_many_steps
3,84,-0.0021755899940854515,too_many_steps
5,68,-0.015076120462576118,too_many_steps
2,81,-0.03196029618154446,collision
1,72,-0.01435207143078876,too_many_steps
3,85,0.005627667778371729,perfect
3,86,0.0009389291022046803,perfect
0,71,-0.005218604290656147,too_many_steps
0,72,0.0037180946622007334,perfect
0,73,0.0005207601174110968,perfect
7,73,-0.006918371423754885,too_many_steps
6,80,-0.022237098089929297,too_many_steps
6,81,0.00023038913422882348,perfect
10,76,-0.004878252396773378,too_many_steps
11,70,-0.020838247657736012,too_many_steps
7,74,0.0019860652351240543,perfect
7,75,-0.030862224127071847,collision
4,78,-0.02944015804297097,too_many_steps
8,79,-0.0068688752090550614,too_many_steps
11,71,0.0011350800744571662,perfect
4,79,0.004504389208739025,perfect
9,72,-0.020312793858669142,too_many_steps
5,69,-0.023265116542031557,too_many_steps
2,82,-0.023725750059414807,too_many_steps
1,73,-0.02319993083020216,too_many_steps
3,87,-0.0015532104738136612,too_many_steps
2,83,0.0006398757992223947,perfect
0,74,-0.01622079538019764,too_many_steps
2,84,-0.04143918476542579,collision
9,73,-0.03598189395550786,collision
9,74,-0.040689342923702854,collision
6,82,-0.03698735950405521,collision
6,83,0.0014784805660617018,perfect
6,84,0.003555430079545379,perfect
10,77,-0.017889165556541024,too_many_steps
9,75,0.0029385718401280445,perfect
7,76,-0.011701622476777765,too_many_steps
8,80,-0.006484859797498604,too_many_steps
11,72,-0.021144895368901656,too_many_steps
7,77,-0.03709271008331763,collision
4,80,-0.003027818152063516,too_many_steps
7,78,0.0003388986364359185,perfect
7,79,-0.03085103164484977,collision
8,81,-0.03466641481534106,collision
8,82,0.00452444352796739,perfect
5,70,-0.01736157975500443,too_many_steps
4,81,0.0010632263262501732,perfect
1,74,-0.008007884121768092,too_many_steps
3,88,-0.012274682697255596,too_many_steps
4,82,-0.0308208609086374,collision
0,75,-0.019563173759024773,too_many_steps
2,85,-0.024100518409696677,too_many_steps
3,89,-0.03181403943542373,collision
5,71,-0.03172123930560522,collision
5,72,0.0010863120155978553,perfect
6,85,-0.00621925736944727,too_many_steps
10,78,-0.024881295253949557,too_many_steps
6,86,0.005653566580532532,perfect
9,76,-0.016471088257454577,too_many_steps
4,83,-0.030091360259231516,collision
4,84,-0.06081376438506955,collision
11,73,-0.023196858865960346,too_many_steps
9,77,-0.03127430393652134,collision
7,80,-0.028801846779153702,too_many_steps
6,87,0.0011557534718645499,perfect
7,81,-0.035159726542760235,collision
8,83,-0.010857218069442079,too_many_steps
9,78,0.002933184984536704,perfect
1,75,-0.02071706186687233,too_many_steps
0,76,-0.029660481427214648,too_many_steps
7,82,-0.03573077772740632,collision
7,83,0.001522938944970239,perfect
2,86,-0.013749408813878303,too_many_steps
3,90,-0.022499704054134876,too_many_steps
3,91,0.003627886982366983,perfect
8,84,-0.03138517871351022,collision
6,88,-0.03389227105668527,collision
6,89,-0.11036504460156853,collision
5,73,-0.03886051727302868,collision
10,79,-0.015771354638653153,too_many_steps
10,80,0.0011298022512219973,perfect
4,85,-0.020862559871347695,too_many_steps
11,74,-0.005367334766050582,too_many_steps
9,79,-0.04222862690320779,too_many_steps
9,80,0.0031553231314379315,perfect
1,76,-0.016156636347115817,too_many_steps
7,84,-0.030371590417381675,collision
10,81,0.011391662862176043,perfect
0,77,-0.025545768074821888,too_many_steps
10,82,0.0022257968462511962,perfect
2,87,-0.027904910268546752,too_many_steps
3,92,-0.0006013850545001365,too_many_steps
8,85,-0.027428304453649757,too_many_steps
8,86,-0.04237298964483545,collision
6,90,-0.010254335791243414,too_many_steps
8,87,0.003702625187438975,perfect
5,74,-0.007743240370667641,too_many_steps
0,78,-0.03385515567331383,collision
0,79,-0.031462573366741416,collision
4,86,-0.025426059596889438,too_many_steps
11,75,-0.0182484882620451,too_many_steps
7,85,-0.030975691906065504,collision
9,81,-0.014228360047442271,too_many_steps
1,77,-0.010481980854098003,too_many_steps
1,78,0.004812914288153463,perfect
8,88,0.006080254454116023,perfect
10,83,-1.6638439082682782e-05,too_many_steps
2,88,-0.02575739050046538,too_many_steps
2,89,0.00588806237598476,perfect
8,89,0.0012689007710536097,perfect
3,93,-0.026516564395753194,too_many_steps
6,91,-0.007058756751858457,too_many_steps
5,75,-0.011078739996852653,too_many_steps
6,92,-0.032822126892482484,collision
6,93,-0.054702398985575926,collision
0,80,-0.00596266765677321,too_many_steps
4,87,-0.017511503060765043,too_many_steps
11,76,-0.0020636597713619004,too_many_steps
10,84,-0.03630692982348202,collision
4,88,0.003045805056199287,perfect
7,86,-0.013736337242732172,too_many_steps
7,87,0.006942804269035693,perfect
9,82,-0.01010651460794126,too_many_steps
9,83,-0.03299776289695064,collision
1,79,-0.003017644955235474,too_many_steps
9,84,-0.06262643477172401,collision
6,94,-0.031046925548746235,collision
0,81,-0.03476407615072152,collision
6,95,-0.032292268773747745,collision
6,96,2.536143530204593e-05,perfect
9,85,-0.036828814597447655,collision
6,97,0.003540172862070444,perfect
6,98,-0.031542502028749975,collision
2,90,-0.008197473638964205,too_many_steps
9,86,0.0011989323473092783,perfect
6,99,0.002587399421195624,perfect
8,90,-0.01932593882421228,too_many_steps
8,91,-0.12434200143563377,collision
3,94,-0.017271445532316597,too_many_steps
2,91,-0.0336822461865211,collision
5,76,-0.010724698896729307,too_many_steps
6,100,-0.034107251828347715,collision
11,77,-0.014115410968453989,too_many_steps
10,85,-0.007340884715934672,too_many_steps
10,86,-0.09952335336372546,collision
4,89,-0.0029397461302739236,too_many_steps
4,90,-0.13905129583281173,collision
7,88,-0.0034802049623890025,too_many_steps
1,80,-0.035990901174547,collision
1,81,0.003554748515587687,perfect
1,82,-0.12560780850086442,collision
0,82,-0.013167544143868976,too_many_steps
1,83,-0.05578461830007987,collision
9,87,-0.02313612034191522,too_many_steps
8,92,-0.01841320834946957,too_many_steps
3,95,-0.015078684133739497,too_many_steps
2,92,-0.00945381828906703,too_many_steps
3,96,-0.03518878777563664,collision
11,78,-0.030116948113266075,collision
3,97,0.00016305501227608862,perfect
5,77,-0.011095803849395278,too_many_steps
3,98,0.0001775106005980319,perfect
6,101,-0.013351005471222852,too_many_steps
9,88,0.004139704581282617,perfect
10,87,-0.021571949849891418,too_many_steps
4,91,-0.020648665905305265,too_many_steps
4,92,0.0021260471356724514,perfect
7,89,-0.002473408675776452,too_many_steps
7,90,-0.09586934720226647,collision
7,91,-0.04621364142460421,collision
10,88,0.0008377792699173769,perfect
10,89,0.0014789804003219643,perfect
7,92,0.0010467947855181473,perfect
0,83,-0.023806364113416748,too_many_steps
1,84,-0.0005463295223673975,too_many_steps
1,85,-0.06458797317397803,collision
1,86,-0.0698290116977638,collision
8,93,-0.021137071545034133,too_many_steps
2,93,-0.027182185752084507,too_many_steps
8,94,0.0013611110389800188,perfect
11,79,-0.014031293798954937,too_many_steps
5,78,-0.01258232501108585,too_many_steps
3,99,-0.027448676468688808,too_many_steps
6,102,-0.004951942897577805,too_many_steps
6,103,-0.09201872257669427,collision
6,104,0.0025756135831736526,perfect
9,89,-0.013649569328074332,too_many_steps
4,93,-0.005997161305490956,too_many_steps
1,87,-0.03193226361654953,collision
1,88,0.012283718670098937,perfect
4,94,0.0012305492351369803,perfect
10,90,-0.003697087840789981,too_many_steps
7,93,-0.009883521661611903,too_many_steps
5,79,-0.04228080301334479,collision
0,84,-0.00018434136880902258,too_many_steps
7,94,-0.03086658797154013,collision
7,95,0.005539567429971236,perfect
0,85,0.0012936137237697064,perfect
2,94,-0.0015677733226344137,too_many_steps
8,95,-0.02154147648669179,too_many_steps
2,95,0.01132022389187169,perfect
8,96,0.003379564784551335,perfect
11,80,-0.02765362661938475,too_many_steps
8,97,-0.032002038802192045,collision
3,100,-0.02683378273870888,too_many_steps
6,105,-0.024041746176272732,too_many_steps
9,90,-0.014746956055403014,too_many_steps
7,96,-0.03187062637435817,collision
4,95,-0.033580468672258626,collision
1,89,-0.029333261868936557,too_many_steps
8,98,0.0028895579639986527,perfect
8,99,-0.07675951668152438,collision
10,91,-0.01720174357882936,too_many_steps
10,92,-0.036406916609801804,collision
10,93,-0.031234485934315697,collision
5,80,-0.008232059265599528,too_many_steps
5,81,-0.050486748936118056,collision
0,86,-0.009634597707042572,too_many_steps
2,96,-0.007292836649348627,too_many_steps
11,81,-0.029904509785622865,too_many_steps
7,97,-0.039071105045861504,collision
8,100,-0.03112070866242193,collision
3,101,-0.0007678093043423789,too_many_steps
6,106,-0.018899185288299022,too_many_steps
9,91,-0.02579835000996491,too_many_steps
4,96,-0.0202210139393845,too_many_steps
4,97,-0.04976926063495089,collision
1,90,-0.025018344469535634,too_many_steps
4,98,0.00018080339145432403,perfect
10,94,-0.004630794012521033,too_many_steps
5,82,-0.011935589711372773,too_many_steps
5,83,0.003823331277743907,perfect
5,84,0.009287183606932401,perfect
0,87,-0.027900304332813052,too_many_steps
2,97,-0.005158254815092803,too_many_steps
11,82,-0.0194263678851157,too_many_steps
7,98,-0.02491969775786943,too_many_steps
8,101,-0.01744876953456457,too_many_steps
7,99,-0.03333610559865788,collision
3,102,-0.0070955570744970844,too_many_steps
0,88,0.0008233366670911783,perfect
6,107,-0.026508135686897635,too_many_steps
9,92,-0.013217303768139399,too_many_steps
8,102,0.001997195946612969,perfect
1,91,-0.0035805281251872524,too_many_steps
4,99,-0.02915299844465296,too_many_steps
6,108,0.006250435206373091,perfect
0,89,-0.03152256425133772,collision
10,95,-0.016700930540459027,too_many_steps
6,109,-0.03297645006915003,collision
10,96,0.0037258793701961425,perfect
1,92,-0.03456042247231519,collision
1,93,-0.041268168251189674,collision
10,97,0.003784355050470492,perfect
1,94,0.0030816037670836904,perfect
5,85,-0.006324000226637309,too_many_steps
5,86,-0.03656171029317445,collision
2,98,-0.008414491292278267,too_many_steps
2,99,-0.04281407136282109,collision
2,100,-0.04196146687740636,collision
11,83,-0.011959875690452478,too_many_steps
7,100,-0.01901075262608507,too_many_steps
3,103,-0.022202116493725676,too_many_steps
11,84,0.0007489515390190493,perfect
5,87,0.0011612831926655978,perfect
9,93,-0.009151527130007067,too_many_steps
8,103,-0.017384609697058982,too_many_steps
2,101,-0.03483942306049519,collision
5,88,0.0005367591981509344,perfect
4,100,-0.007840007660111715,too_many_steps
0,90,-0.01893154671640748,too_many_steps
3,104,-0.03134545905810396,collision
5,89,-0.034484149201892175,collision
0,91,0.0016141532533432111,perfect
0,92,0.000372579091946431,perfect
6,110,-0.013114261764238945,too_many_steps
2,102,0.002174257129378316,perfect
10,98,-0.009407995120674986,too_many_steps
1,95,-0.013115232724197911,too_many_steps
1,96,0.00015206959551407329,perfect
10,99,-0.03613365707589457,collision
10,100,0.00019755532547267515,perfect
7,101,-0.02959961461577833,too_many_steps
7,102,-0.0860321957908918,collision
7,103,0.0003367848919031344,perfect
11,85,-0.02148498824913633,too_many_steps
11,86,-0.07407179746220273,collision
9,94,-0.030773102446970593,too_many_steps
8,104,-0.026701968514982775,too_many_steps
4,101,-0.0012838415565468789,too_many_steps
8,105,-0.030110139975126276,collision
11,87,0.0005481978556160644,perfect
3,105,-0.02251396424141355,too_many_steps
5,90,-0.008291571819372835,too_many_steps
3,106,-0.10737845112289822,collision
5,91,0.001664310061788455,perfect
8,106,0.0007968034019999633,perfect
0,93,-0.016906992575709955,too_many_steps
5,92,-0.037366516355989504,collision
6,111,-0.02758611931283253,too_many_steps
2,103,-0.04423809789030536,too_many_steps
5,93,-0.03220597775832326,collision
5,94,-0.038099093447824015,collision
1,97,-0.008251659314443674,too_many_steps
10,101,-0.02820215535305881,too_many_steps
7,104,-0.017083579776002666,too_many_steps
9,95,0.002444217047863184,perfect
0,94,-0.03502133662713354,collision
0,95,0.0013426104765463763,perfect
4,102,-0.022481018126554526,too_many_steps
5,95,0.0010825720423621107,perfect
11,88,-0.012430244574723595,too_many_steps
3,107,-0.01768637619371144,too_many_steps
8,107,-0.020896125094268112,too_many_steps
6,112,-0.01469852203645599,too_many_steps
2,104,-0.018564938159716965,too_many_steps
7,105,-0.03208710590675053,collision
4,103,0.004411235624378389,perfect
4,104,0.006988799097136067,perfect
1,98,-0.02026302857969194,too_many_steps
10,102,-0.001963652246774819,too_many_steps
3,108,-0.03562603405155433,collision
9,96,-0.009327647109011954,too_many_steps
0,96,-0.025814311493789804,too_many_steps
6,113,0.004847017506414598,perfect
9,97,0.005152645227668623,perfect
9,98,0.00011107153473292886,perfect
5,96,-0.024710007819718598,too_many_steps
5,97,-0.05788448402680921,collision
7,106,-0.0374672704650436,collision
11,89,-0.020863458331204437,too_many_steps
8,108,-0.010845154601838523,too_many_steps
2,105,-0.007810330731901766,too_many_steps
2,106,-0.06451703049474149,collision
4,105,-0.011377411189392839,too_many_steps
2,107,0.0016228662353526095,perfect
4,106,-0.05092923326109933,collision
4,107,-0.10683811970486663,collision
1,99,-0.007434893068746486,too_many_steps
1,100,0.010789146862511595,perfect
2,108,0.0016601278097990897,perfect
10,103,-0.02970327503698708,too_many_steps
3,109,-0.017608798739091974,too_many_steps
0,97,-0.010502872590108764,too_many_steps
6,114,-0.025455086421298744,too_many_steps
1,101,0.0008320441041798146,perfect
9,99,-0.015766816783034397,too_many_steps
9,100,-0.1104449980339305,collision
5,98,-0.004496755147488325,too_many_steps
5,99,-0.03417339426353254,collision
7,107,-0.029731273531631314,too_many_steps
7,108,-0.059261940905851324,collision
11,90,-0.008956720694586112,too_many_steps
8,109,-0.008401616314005267,too_many_steps
3,110,-0.03131533460251817,collision
4,108,-0.02622624271009528,too_many_steps
1,102,0.0029817757497393946,perfect
4,109,-0.0405199826085562,collision
4,110,-0.03338220395661824,collision
1,103,0.000920507144804978,perfect
2,109,-0.01136314598734112,too_many_steps
3,111,-0.035736347213833064,collision
1,104,0.0019692288718749958,perfect
4,111,0.0032778540201824635,perfect
10,104,-0.011496553256276201,too_many_steps
2,110,-0.039887097324819314,collision
0,98,-0.01578839684452954,too_many_steps
6,115,-0.029811258439520146,too_many_steps
6,116,-0.041061416191323905,collision
6,117,-0.038831138583612264,collision
6,118,-0.0554709424974794,collision
9,101,-0.018194262042461808,too_many_steps
1,105,-0.037444658419877694,collision
1,106,-0.06796718110416644,collision
1,107,-0.03143376833764354,collision
9,102,0.0011184065585559504,perfect
5,100,-0.0128949436022427,too_many_steps
7,109,-0.010073084802248583,too_many_steps
7,110,-0.052579337919257785,collision
11,91,-0.010276018594232252,too_many_steps
8,110,-0.007967763667615944,too_many_steps
9,103,0.00011756643947179873,perfect
9,104,-0.04258922426436926,collision
8,111,3.2704320460902325e-05,perfect
1,108,-0.03537248637093325,collision
3,112,-0.024693877494951763,too_many_steps
4,112,-0.016748306084655676,too_many_steps
4,113,-0.10953225794438436,collision
10,105,-0.006831085026314219,too_many_steps
2,111,-0.007408309997796042,too_many_steps
10,106,0.005792447833072846,perfect
10,107,0.0025612718223189043,perfect
2,112,-0.030713740211337784,collision
0,99,-0.018611329964374996,too_many_steps
4,114,0.00015795314298515384,perfect
4,115,-0.03533507439495761,collision
3,113,-0.03001756371991542,collision
6,119,-0.013028295077176927,too_many_steps
5,101,-0.0008900668929941458,too_many_steps
7,111,-0.004506330082616267,too_many_steps
6,120,0.0011274405408817703,perfect
11,92,-0.013734127183424531,too_many_steps
4,116,0.0004181837731723828,perfect
9,105,-0.02657879427513082,too_many_steps
8,112,-0.008944860859129058,too_many_steps
1,109,-0.02490451974163274,too_many_steps
1,110,-0.033263837440381507,collision
5,102,-0.03007598789236671,collision
5,103,0.0011042549388796813,perfect
1,111,0.001067608976379697,perfect
10,108,-0.01482933776766946,too_many_steps
2,113,-0.011540215940352913,too_many_steps
10,109,0.005364134879035181,perfect
10,110,-0.03290297742104645,collision
0,100,-0.011014813502016187,too_many_steps
0,101,0.001540154995763026,perfect
6,121,-0.03132266026755744,collision
3,114,-0.02997823726533068,too_many_steps
7,112,-0.018535376559359454,too_many_steps
7,113,0.005172749803791782,perfect
11,93,-0.0026789409212792763,too_many_steps
4,117,-0.026031088455865707,too_many_steps
9,106,-0.014685510906902038,too_many_steps
8,113,-0.0011395605977280315,too_many_steps
4,118,0.001853461601951132,perfect
5,104,-0.0038545532408044633,too_many_steps
1,112,-0.029557691478537935,too_many_steps
2,114,-0.023520709673515116,too_many_steps
10,111,-0.017180274281822734,too_many_steps
0,102,-0.021546630204145458,too_many_steps
6,122,-0.0015376962672243241,too_many_steps
0,103,-0.05770949018162594,collision
1,113,0.001279143800917728,perfect
6,123,0.0036947653400362657,perfect
3,115,-0.029248222432452783,too_many_steps
6,124,0.0013295055866382847,perfect
9,107,0.0009564563286625777,perfect
7,114,-0.008902245560227333,too_many_steps
11,94,-0.024209595687767694,too_many_steps
8,114,-0.017994248839624624,too_many_steps
11,95,0.0006867958217405268,perfect
8,115,-0.04160786256941567,collision
4,119,-0.018609688104764453,too_many_steps
8,116,0.004290547728382707,perfect
11,96,-0.030256079914751294,collision
5,105,-0.016423751347021235,too_many_steps
4,120,-0.03036132872473903,collision
2,115,-0.010908648357688601,too_many_steps
10,112,-0.008379446277624741,too_many_steps
8,117,-0.04052178343318166,collision
0,104,-0.03471771308987509,too_many_steps
0,105,-0.07323314443277386,collision
1,114,-0.0028777548479494153,too_many_steps
1,115,-0.030406955581822253,collision
3,116,-0.008900985943132163,too_many_steps
6,125,-0.03578130153630946,too_many_steps
6,126,-0.03129737273115221,collision
3,117,0.006292271936620198,perfect
9,108,-0.017980396650150422,too_many_steps
7,115,-0.00974935748419635,too_many_steps
7,116,-0.0341643638740272,collision
3,118,0.0008674273319964898,perfect
3,119,-0.13571093265485135,collision
11,97,-0.022862682302743322,too_many_steps
7,117,0.002498296095408581,perfect
5,106,-0.0199381779733236,too_many_steps
7,118,0.0024212377317383224,perfect
4,121,-0.010495576069979366,too_many_steps
3,120,-0.03782261927769142,collision
2,116,-0.02687878616954324,too_many_steps
10,113,-0.012113770966272364,too_many_steps
11,98,0.0005704987073108583,perfect
2,117,0.00011439574487135534,perfect
8,118,-0.000563950099137768,too_many_steps
0,106,-0.011068962559482615,too_many_steps
8,119,0.007813086581378859,perfect
2,118,0.0026859128269905094,perfect
1,116,-0.012075475276078648,too_many_steps
8,120,0.002804766861067825,perfect
0,107,0.00847446297277211,perfect
0,108,-0.19671633313201428,collision
0,109,-0.06915484218360828,collision
10,114,0.002312552019085014,perfect
3,121,-0.03208705731863201,collision
6,127,-0.02276957119024266,too_many_steps
4,122,0.006198769407512088,perfect
4,123,0.00047474249850227093,perfect
9,109,-0.014059441218836833,too_many_steps
4,124,-0.031018662193094963,collision
11,99,-0.03601600435990782,collision
5,107,-0.0191188507915863,too_many_steps
5,108,-0.03686372338215939,collision
7,119,-0.01200592331523525,too_many_steps
2,119,-0.010014934781348656,too_many_steps
1,117,-0.004587583561702559,too_many_steps
8,121,-0.021750217079946146,too_many_steps
2,120,0.0017159411911414485,perfect
1,118,0.0013151474467372332,perfect
0,110,-0.004859243226566182,too_many_steps
8,122,-0.033319966264617154,collision
10,115,-0.007943590308528252,too_many_steps
3,122,-0.01942476043058721,too_many_steps
0,111,-0.030963433969136426,collision
4,125,-0.03345386253398508,collision
6,128,-0.013272916416707498,too_many_steps
1,119,0.003519500507029722,perfect
8,123,0.0008316048749061958,perfect
0,112,-0.032157089275797746,collision
0,113,-0.08445988133313002,collision
0,114,-0.11730546918297897,collision
0,115,0.005770656676811115,perfect
0,116,-0.05198022861948291,collision
1,120,-0.03414173869222541,collision
4,126,0.0020097700058832393,perfect
9,110,-0.0027092255383946995,too_many_steps
6,129,0.0037880367642669707,perfect
9,111,3.7318351252639548e-06,perfect
11,100,-0.013733553794374978,too_many_steps
5,109,-0.0028659426525189657,too_many_steps
7,120,-0.024667678857309274,too_many_steps
2,121,-0.0062669318496770265,too_many_steps
10,116,-0.015184424706528935,too_many_steps
3,123,-0.024033065935772008,too_many_steps
3,124,-0.08892273409169271,collision
11,101,-0.036168159153381146,collision
1,121,-0.030105308260988894,collision
8,124,-0.005388528717369709,too_many_steps
8,125,-0.05195060451111272,collision
0,117,-0.011337072169946914,too_many_steps
4,127,-0.0012296311205200264,too_many_steps
6,130,-0.018617393053810535,too_many_steps
10,117,-0.060528505060634466,collision
10,118,-0.055107733384590005,collision
10,119,-0.03651347012074818,collision
9,112,-0.0072390512703854396,too_many_steps
3,125,-0.031095583266830533,collision
9,113,0.005120857937872845,perfect
10,120,-0.030550006092294996,collision
0,118,-0.033804012971081016,collision
9,114,-0.03134839126999126,collision
10,121,-0.030295664473979644,collision
9,115,-0.03463425827661849,collision
10,122,0.0003681072569579717,perfect
2,122,-0.038723325627492484,collision
2,123,-0.03132691934637818,collision
5,110,-0.026637670620447335,too_many_steps
7,121,-0.0198030057211241,too_many_steps
5,111,-0.03946685704267154,collision
5,112,-0.060230691868551775,collision
7,122,0.0005383716994361853,perfect
9,116,-0.03041907887448478,collision
5,113,0.000751385859418828,perfect
5,114,0.005414557396516506,perfect
9,117,0.001986729952020285,perfect
9,118,0.00047680761120893686,perfect
11,102,-0.02493477449547166,too_many_steps
1,122,-0.016817006323573514,too_many_steps
1,123,-0.05205144036413516,collision
8,126,-0.021929604784937325,too_many_steps
1,124,-0.03210097080805981,collision
4,128,-0.01091839219587996,too_many_steps
6,131,-0.01611803994944796,too_many_steps
3,126,-0.006601304645569683,too_many_steps
0,119,-0.005111938203281735,too_many_steps
11,103,0.0055740779015320974,perfect
10,123,-0.012689615239060134,too_many_steps
6,132,-0.030249118628428353,collision
2,124,-0.014743589461188318,too_many_steps
2,125,0.0030714494116658372,perfect
2,126,-0.04328740001752891,collision
2,127,-0.03277694647239267,collision
7,123,-0.02478192311774694,too_many_steps
10,124,-0.030317538439978753,collision
5,115,-0.025688387267738207,too_many_steps
7,124,-0.032905979631921975,collision
