Episode,Mean Reward
0,-0.15412180746065593
1,-0.17473172537252754
2,-0.20222129061450955
3,-0.19027817757928542
4,-0.19387499679600903
5,-0.1919438183240459
6,-0.18857146370081526
7,-0.188383066325323
8,-0.17880360627219927
9,-0.18130901519767573
10,-0.1794962903571842
11,-0.2255417816408795
12,-0.186431929967298
13,-0.16396048487235917
14,-0.17901021168947556
15,-0.10281829827304759
16,-0.120110468358463
17,-0.16587120824659304
18,-0.1361145869323429
19,-0.16702715562990444
20,-0.18310931223177648
21,-0.18310931223177648
22,-0.18310931223177648
23,-0.18310931223177648
24,-0.18310931223177648
25,-0.18310931223177648
26,-0.18288097258584232
27,-0.1933989385501103
28,-0.2039607415852316
29,-0.1981595221037496
30,-0.1976417153527625
31,-0.19167174762336764
32,-0.18430450907280832
33,-0.18843372904367323
34,-0.14642376648132957
35,-0.17481449534666602
36,-0.16959913732251422
37,-0.09555782514125279
38,-0.13692670580005672
39,-0.14535022311223872
40,-0.11377200543746528
41,-0.16799466425870796
42,-0.16478768461259494
43,-0.12775901944730136
44,-0.16113214765651526
45,-0.16514818844150292
46,-0.1562433911880923
47,-0.16490792479729854
48,-0.16490792479729854
49,-0.16490792479729854
50,-0.16490792479729854
51,-0.15604742480227793
52,-0.16793497624342693
53,-0.16153816845913094
54,-0.1609001392528944
55,-0.1634694754095257
56,-0.1642463219935203
57,-0.16509485019216694
58,-0.16026782799117328
59,-0.16224251364748649
60,-0.17687415100015152
61,-0.1445086784166618
62,-0.1474490699430667
63,-0.13340945399423335
64,-0.10780548803666345
65,-0.1586523163511332
66,-0.15953599332971916
67,-0.16475344595049723
68,-0.16027624074141406
69,-0.1742935910430398
70,-0.16071788704056633
71,-0.15821683521539706
72,-0.1128247214319614
73,-0.0030329823980712062
74,-0.06376267159511899
75,-0.0851482535221736
76,-0.14765681270248057
77,-0.14765681270248057
78,-0.14765681270248057
79,-0.09774672408085827
80,-0.1347209786752847
81,-0.10187331084734273
82,-0.09378508944505907
83,-0.09997609377152324
84,-0.13277749375046216
85,-0.10590061629706204
86,-0.10536146477932022
87,-0.09291633645874799
88,-0.10925706149963268
89,-0.0835466114623601
90,-0.0843795871147276
91,-0.08078123438319391
92,-0.07087758835418019
93,-0.05139638118167529
94,-0.11251463338260195
95,-0.09453500129055392
96,-0.15353945025472804
97,-0.10995009869410365
98,-0.11150235542653782
99,-0.11217584688977851
100,-0.11084411940558218
101,-0.1570849895465684
102,-0.1051975194383168
103,-0.11774964454546798
104,-0.11514310955391287
105,-0.1185486949468414
106,-0.12265093288608966
107,-0.11005425274150625
108,-0.1082070695182343
109,-0.1082070695182343
110,-0.1082070695182343
111,-0.09962847664394386
112,-0.08308158616916211
113,-0.05670792694964761
114,-0.10874785126225982
115,-0.10726139607634172
116,-0.09559487817567859
117,-0.08363495281608863
118,-0.09865395903624574
119,-0.1226769889797047
120,-0.12910418473073001
121,-0.11462821014773307
122,-0.09898315706326583
123,-0.10998524919774437
