Episode,Mean Reward
0,-0.10711108222828465
1,-0.1095690938201191
2,-0.11041644399457291
3,-0.1217443700419038
4,-0.12179691338811537
5,-0.12418775362230236
6,-0.11915906861537012
7,-0.11536715689599286
8,-0.11524893043821134
9,-0.11930574860105071
10,-0.1589020378064158
11,-0.12495911022988394
12,-0.12764063822575122
13,-0.12570669511168248
14,-0.11930855897896588
15,-0.11252668022996055
16,-0.1094679158291912
17,-0.1262121192991009
18,-0.13132466084080854
19,-0.12684974860711445
20,-0.11378567861535337
21,-0.12451242661265519
22,-0.12490698296496848
23,-0.11324615808429694
24,-0.12063500696114682
25,-0.12673735378822076
26,-0.12421556194233456
27,-0.12421556194233456
28,-0.12421556194233456
29,-0.12421556194233456
30,-0.12421556194233456
31,-0.12421556194233456
32,-0.12421556194233456
33,-0.12274074336776726
34,-0.12660335777982779
35,-0.1238226009076771
36,-0.12357056613899021
37,-0.1249158879144172
38,-0.1235949619762934
39,-0.1270920256827682
40,-0.1271654576658399
41,-0.1278880615241243
42,-0.13693497919781744
43,-0.14200567092961497
44,-0.1294274783636007
45,-0.13769498017842305
46,-0.144451166601032
47,-0.15170543413926027
48,-0.13891022881939374
49,-0.12909421914116564
50,-0.12737177294979635
51,-0.13547519359221358
52,-0.1399742793799255
53,-0.13896912608525566
54,-0.1346657645398062
55,-0.1362076654240488
56,-0.1526163706301339
57,-0.13532698050573538
58,-0.13532698050573538
59,-0.13532698050573538
60,-0.13532698050573538
61,-0.13532698050573538
62,-0.12971356789103608
63,-0.13589079873476204
64,-0.133437594412054
65,-0.1192114355833016
66,-0.13462028860020714
67,-0.13029291589767425
68,-0.1332057216858808
69,-0.1356674411855221
70,-0.14287157935754294
71,-0.15794996498268338
72,-0.17844583402062464
73,-0.13865916193281022
74,-0.1469641920136426
75,-0.16284924649952187
76,-0.14805177299104558
77,-0.12851098165648442
78,-0.1357408021724798
79,-0.13758681869564063
80,-0.13731917609303998
81,-0.14472499865139082
82,-0.14598953310511248
83,-0.12896513007436552
84,-0.14589329152728558
85,-0.13563175001894576
86,-0.14102273995492415
87,-0.14102273995492415
88,-0.14102273995492415
89,-0.14102273995492415
90,-0.14102273995492415
91,-0.16014628398440628
92,-0.1370475175084874
93,-0.12383590326684323
94,-0.14262405067401887
95,-0.14315006896388713
96,-0.11723884712589283
97,-0.11224275276601563
98,-0.1416346859783205
99,-0.14017139796197997
100,-0.1340885538656405
101,-0.11846565862838161
102,-0.13152279587165147
103,-0.13754633782178044
104,-0.13576904203897952
105,-0.13506393637551917
106,-0.13535751511787256
107,-0.14254750641349706
108,-0.13549163783797502
109,-0.13063191073321084
110,-0.14116449132335673
111,-0.11172322717884361
112,-0.13061675664106878
113,-0.13492158767913642
114,-0.12728040791333423
115,-0.13104951114169905
116,-0.1349623684014503
117,-0.13428529012798526
118,-0.14978994813214755
119,-0.1825577676417321
120,-0.13674131668385864
121,-0.13884844062440277
122,-0.13149328118533024
123,-0.11685447017331516
124,-0.10673587981028441
125,-0.10211880258356423
126,-0.13185510727030508
127,-0.12836518045165152
128,-0.12955677451367767
129,-0.12955677451367767
130,-0.12955677451367767
131,-0.17715549238927852
132,-0.1293038363935611
133,-0.13025890551331323
134,-0.1301368790920342
135,-0.1348208866117878
136,-0.13842562340219192
137,-0.1327234165688425
138,-0.14964775304439537
139,-0.1534248366235043
140,-0.1478952581181327
141,-0.14734802171847772
142,-0.1113369308808992
143,-0.1356634857764467
144,-0.1354241523833985
145,-0.13566126167201295
146,-0.1416079650343066
147,-0.15335280527482723
148,-0.141335233672564
149,-0.1307655405771215
150,-0.13899975475735055
151,-0.14443004403327506
152,-0.13786651570347416
153,-0.13862168789460036
154,-0.13862450385070457
155,-0.1159207426132253
156,-0.1424662768078461
157,-0.14667707010336234
158,-0.11574878068094704
159,-0.12535205661804733
160,-0.1400870073012322
161,-0.1400870073012322
162,-0.1400870073012322
163,-0.10802206406563689
164,-0.12737386890087285
165,-0.13852367290251438
166,-0.1288841673130923
167,-0.14595888116764597
168,-0.1575728526728747
169,-0.13566796438441722
170,-0.1257353455968262
171,-0.12204526802825331
172,-0.12893938677743938
173,-0.12654105553831113
174,-0.15106912580597417
175,-0.13226570384789074
176,-0.13479048982237396
177,-0.1372966148423165
178,-0.1372710975363784
179,-0.1337181295604797
180,-0.12853035008487323
181,-0.13502451986359387
182,-0.13425649980191856
183,-0.13475444657012703
184,-0.14165224934179385
185,-0.12360916673105668
186,-0.12969461701834192
187,-0.12903419950863565
188,-0.11607417323162773
189,-0.12799252079806356
190,-0.12937620506117023
191,-0.1688338464315359
192,-0.15450100417741708
193,-0.13189361408109757
194,-0.13189361408109757
195,-0.13189361408109757
196,-0.14843216987299981
197,-0.12982164080467137
198,-0.09864761318417216
199,-0.1309634681450322
200,-0.12876320981795977
201,-0.12982646298058423
202,-0.1321344672657816
203,-0.12457318049112508
204,-0.13012225269252298
205,-0.1279366820509766
206,-0.12806577076852108
207,-0.12920323265288114
208,-0.12932304073836973
209,-0.12760052219784815
210,-0.12773728534312587
211,-0.12275221790722556
212,-0.11341330120084472
213,-0.12628998102202826
214,-0.12546928177996003
215,-0.12359517340723947
216,-0.10956559600750002
217,-0.11914117433314787
218,-0.11896427401320607
219,-0.13184233665161316
220,-0.11516947090997656
221,-0.11897169704565871
222,-0.11897169704565871
223,-0.11897169704565871
224,-0.1192192093014719
225,-0.11719970186702548
226,-0.13873795662706784
227,-0.12784207451792653
228,-0.11980952128603908
229,-0.11882075489581335
230,-0.11914949187248917
231,-0.11837188916171647
232,-0.12274816956888376
233,-0.11861283862096618
234,-0.10403787128608004
235,-0.10305467324642294
236,-0.11825883731521326
237,-0.11869928542437386
238,-0.140803170528268
239,-0.1409360115280857
240,-0.13083161290908857
241,-0.11890549342917552
242,-0.11912558004175676
243,-0.13356430317963225
244,-0.12731747081807002
245,-0.13234359072769059
246,-0.12240852457354749
247,-0.1160260941463865
248,-0.11590458298060706
249,-0.12011820853174114
250,-0.12439275398721875
251,-0.13705911942460663
252,-0.12686049152709852
253,-0.12551181307578205
254,-0.13499505481142388
255,-0.1269014492439116
256,-0.12666864286450338
257,-0.12666864286450338
258,-0.12666864286450338
259,-0.1263760453592888
260,-0.13090255703306955
261,-0.12760163650824707
262,-0.12323830398494605
263,-0.12524153840689478
264,-0.12666344477263733
265,-0.1262284020548097
266,-0.12433989972622887
267,-0.12184999557795488
268,-0.14316264087200636
269,-0.12783043270127348
270,-0.12466887971255726
271,-0.12520402733089103
272,-0.12905454795497673
273,-0.126507942312541
274,-0.12098325371001202
275,-0.12495076692447564
276,-0.11594684906896838
277,-0.11192993886190362
278,-0.12297317828640487
279,-0.12768745569551435
280,-0.1251784561929864
281,-0.11720152836166779
282,-0.12230597062064111
283,-0.12398222345557297
284,-0.12153663720996366
285,-0.12216877847259305
286,-0.13930803404805536
287,-0.12564725699156384
288,-0.12564725699156384
289,-0.12564725699156384
290,-0.13206649397027365
291,-0.13080989067848714
292,-0.1328274116037982
293,-0.12611689226163558
294,-0.13927637142008248
295,-0.12666835691147002
296,-0.12554504181147932
297,-0.12400543326999147
298,-0.11491035456671635
299,-0.1244001773877287
300,-0.12783799555404332
301,-0.1250054819646983
302,-0.12311355683700886
303,-0.12421953776675675
304,-0.12347030126691842
305,-0.10687691730343474
306,-0.1223892922608026
307,-0.07737827423521138
308,-0.07350784019085342
309,-0.11459562015383248
310,-0.11348311540977145
311,-0.09338029399877427
312,-0.11174442641910814
313,-0.0907877791771532
314,-0.10142274200291984
315,-0.16262242657611797
316,-0.10672254783402395
317,-0.10672254783402395
318,-0.10672254783402395
319,-0.09829892974010669
320,-0.10540420657609258
321,-0.10581497947402854
322,-0.10899152794380283
323,-0.11017953782410211
324,-0.10160231739137722
325,-0.08782039745380009
326,-0.10601370309115961
327,-0.10607085982045149
328,-0.11135004085828806
329,-0.09909975243878869
330,-0.09825591301849376
331,-0.09941485200124546
332,-0.10493436152898045
333,-0.10896052337092052
334,-0.11397286510846907
335,-0.10817383309869691
336,-0.11109255283021564
337,-0.13959278201233877
338,-0.11368192374979647
339,-0.1148537542911612
340,-0.1148537542911612
341,-0.1148537542911612
342,-0.12055577831755741
343,-0.11267651761316858
344,-0.11639737474641443
345,-0.11235953431071023
346,-0.11510927855418879
347,-0.09469207444336351
348,-0.12936700373813517
349,-0.11764084351202195
350,-0.11830909191761756
351,-0.11703477127905293
352,-0.11939268233083222
353,-0.11903004347793568
354,-0.12123875480365937
355,-0.11936999848107806
356,-0.1253266502495802
357,-0.11880051495524983
358,-0.12271258105203661
359,-0.116899256211655
360,-0.1221157924549373
361,-0.1165240370852978
362,-0.1148614104872615
363,-0.11408606946323491
364,-0.1179184678374511
365,-0.11243872781927484
366,-0.1074035920805742
367,-0.10247312387002265
368,-0.11459438815072465
369,-0.11459438815072465
370,-0.11459438815072465
371,-0.12073195027107395
372,-0.111201845324284
373,-0.11219785754545418
374,-0.11037943653628336
375,-0.09933273410818973
376,-0.11453184535767608
377,-0.10547249599790431
378,-0.11449642218257503
379,-0.11298094915891023
380,-0.10988369771773913
381,-0.11412433957877169
382,-0.11473140430850802
383,-0.11456636317090874
384,-0.12198523793672778
385,-0.12181169451318914
386,-0.11445958785424126
387,-0.1147523946343001
388,-0.1180778823497885
389,-0.11688021571791488
390,-0.11819078040100536
391,-0.12741462741470397
392,-0.11689780500414733
393,-0.11839088151537333
394,-0.11839088151537333
395,-0.11730702298867143
396,-0.12095305686889513
397,-0.11786136893037621
398,-0.10666911460584269
399,-0.11205967926113593
400,-0.11919857310328573
401,-0.11776668772790373
402,-0.10857494152412764
403,-0.09381483922457104
404,-0.10327440152427099
405,-0.10463468935746706
406,-0.11635989777570416
407,-0.1145041183464297
408,-0.11442408444159306
409,-0.11665961207739671
410,-0.12590468193519308
411,-0.13047014141106456
412,-0.11288175479262208
413,-0.11276869950685081
414,-0.11051459068313947
415,-0.1120066589725294
416,-0.11169461223564192
417,-0.11128605662529946
418,-0.11616146507677448
419,-0.1130050479390897
420,-0.12259612839887067
421,-0.12456908064470332
422,-0.1128372283238458
423,-0.1128372283238458
424,-0.11360737936296376
425,-0.11425682732299158
426,-0.1142877024598422
427,-0.10990473418016687
428,-0.09996263791767751
429,-0.112466030746702
430,-0.11275354194518016
431,-0.10458851560957545
432,-0.11437332980600563
433,-0.11455744957635214
434,-0.11536076489693153
435,-0.11538097782213268
436,-0.11546380317817473
437,-0.11542602692302598
438,-0.11552267498532966
439,-0.11146639807373679
440,-0.11072903103584812
441,-0.11289890156763875
442,-0.11289890156763875
443,-0.11558274839815742
444,-0.11465297650329151
445,-0.12057527647583344
446,-0.11357779866807459
447,-0.11532118986215957
448,-0.11782080284889154
449,-0.11479692327167645
450,-0.11841747620535957
451,-0.11485789875848014
452,-0.11215276206796201
453,-0.11503025267784005
454,-0.11552237969733499
455,-0.11100728507976942
456,-0.11510483288892301
457,-0.11360214850169835
458,-0.08161731661172046
459,-0.0769763395937566
460,-0.10748516226639356
461,-0.10672822894224222
462,-0.10556245496138959
463,-0.0806755546264392
464,-0.10488335820732785
465,-0.09378405528181949
466,-0.08110073975654948
467,-0.0900868712559737
468,-0.10324289135718254
469,-0.09331642279600527
470,-0.10037658947970189
471,-0.10037658947970189
472,-0.10030235049789085
473,-0.09600708885346793
474,-0.09438267960185173
475,-0.08590334028297125
476,-0.08179533002175397
477,-0.08852444443525735
478,-0.0906929636603963
479,-0.09066753924746161
480,-0.08969175102956083
481,-0.08978036426043969
482,-0.09526435043562075
483,-0.09290585666308052
484,-0.09678725086355974
485,-0.11510127862623708
486,-0.09782050996261268
487,-0.09816121683257886
488,-0.100372709436476
489,-0.10628567107377525
490,-0.10972902047863745
491,-0.11232884876189005
492,-0.1093087084384908
493,-0.10132898131128638
494,-0.10132898131128638
495,-0.10288211657975901
496,-0.10504149232395464
497,-0.10524475415498537
498,-0.11043000204495625
499,-0.11059114236931505
500,-0.11596105215818706
501,-0.11191347725030674
502,-0.11179240250696208
503,-0.11144344320866605
504,-0.10770980544740999
505,-0.11447032364557377
506,-0.11115543189345578
507,-0.11246209457617785
508,-0.1617778217349223
509,-0.11222139162964886
510,-0.11542332275265464
511,-0.11158621277516524
512,-0.11181394938283866
513,-0.1137294508362535
514,-0.10865915358003209
515,-0.1111638254774433
516,-0.09186703208763353
517,-0.09938017879578599
518,-0.11043263177607511
519,-0.11043263177607511
520,-0.11147022839055556
521,-0.11280656672736646
522,-0.11033737018953477
523,-0.10981009774504322
524,-0.10984096374340034
525,-0.10977369294600302
526,-0.10744487727253126
527,-0.10903736971141306
528,-0.10860005192203831
529,-0.10903845656951722
530,-0.10772154446520486
531,-0.10948026605311946
532,-0.10734474775875706
533,-0.10824498065328206
534,-0.10849512143005945
535,-0.11326824485996427
536,-0.10246114640873537
537,-0.10404327466039487
538,-0.10812091462831057
539,-0.10635511045735345
540,-0.10635511045735345
541,-0.10563962479824283
542,-0.10030839028947125
543,-0.10384429923255402
544,-0.10421507810839482
545,-0.10502820651280077
546,-0.10527919466254787
547,-0.1063833469336728
548,-0.10927571465886139
549,-0.10930291895542886
550,-0.10879076344324969
551,-0.10853032381563431
552,-0.1070041663708053
553,-0.10703756092069616
554,-0.10710550563838991
555,-0.086309278744557
556,-0.10610494841155488
557,-0.10610494841155488
558,-0.10434731581418188
559,-0.1038777277573888
560,-0.10594014947255809
561,-0.10341014385589574
562,-0.10539197926723043
563,-0.10547708690736861
564,-0.10559856715377158
565,-0.10324884620618824
566,-0.1031295429673332
567,-0.10275912145693095
568,-0.10261941738587915
569,-0.10620122251507726
570,-0.11089559683105234
571,-0.10680877545449712
572,-0.10835486021450663
573,-0.10758627623228478
574,-0.10758627623228478
575,-0.10957010210084624
576,-0.10999549908952393
577,-0.10963706931457957
578,-0.11390426963788411
579,-0.11750757571271153
580,-0.10274120208052867
581,-0.11184675734616563
582,-0.11152289157276418
583,-0.11114557754198952
584,-0.11214694186861793
585,-0.11193500082540006
586,-0.11204624626046238
587,-0.11163241093023138
588,-0.11104893514764407
589,-0.10792950933272634
590,-0.1111551176028277
591,-0.10873749821688682
592,-0.09942483086075218
593,-0.11057241194185932
594,-0.11057241194185932
595,-0.11034762068391622
596,-0.10502421035439477
597,-0.11075279888502769
598,-0.10820391115411435
599,-0.10873547987783866
600,-0.10846340697977824
601,-0.10870751728915239
602,-0.10848542658363193
603,-0.11203492330811983
604,-0.11020372616123342
605,-0.10999871645694581
606,-0.11067932392552676
607,-0.11172439022386316
608,-0.11099555408398691
609,-0.11191554531173484
610,-0.11135757708234324
611,-0.11180229376327401
612,-0.11180229376327401
613,-0.10493284075001243
614,-0.1251591897950674
615,-0.1129765668348764
616,-0.11143662396552845
617,-0.11303070691935954
618,-0.11388197438568767
619,-0.11383353179957255
620,-0.11456464791672384
621,-0.11705962131100782
622,-0.12214725674866526
623,-0.11355315399208687
