Episode,Mean Reward
0,-0.1225537077386959
1,-0.14902151238752617
2,-0.15254165253264912
3,-0.1590744787835179
4,-0.16010203373310622
5,-0.15116754370766955
6,-0.1370002935485463
7,-0.15532905987818307
8,-0.14258406786147168
9,-0.1694474589097528
10,-0.170059678199748
11,-0.1845873666939286
12,-0.1911045769358494
13,-0.13514175991243235
14,-0.1245891096192851
15,-0.14742995687329022
16,-0.15102389202960284
17,-0.15236214062135986
18,-0.15236214062135986
19,-0.15236214062135986
20,-0.15236214062135986
21,-0.15236214062135986
22,-0.15236214062135986
23,-0.15236214062135986
24,-0.15236214062135986
25,-0.15236214062135986
26,-0.1473752038292011
27,-0.14362952311036187
28,-0.14445684913140783
29,-0.15988373785629637
30,-0.15799245279577573
31,-0.12155585951820264
32,-0.12941927976425394
33,-0.15516438411738454
34,-0.17789840706397497
35,-0.15763175243475808
36,-0.1486069912665583
37,-0.15458776875996716
38,-0.1818457247913135
39,-0.16978857609224945
40,-0.16385507473027505
41,-0.14540031919899407
42,-0.11640206890144711
43,-0.1499036353156906
44,-0.15868958513374026
45,-0.15223356784694692
46,-0.1777775276910305
47,-0.10901197721181707
48,-0.0995658992625321
49,-0.14533261422704777
50,-0.14061930830636865
51,-0.14061930830636865
52,-0.14061930830636865
53,-0.14061930830636865
54,-0.14061930830636865
55,-0.14061930830636865
56,-0.14061930830636865
57,-0.14061930830636865
58,-0.14061930830636865
59,-0.14898426572908577
60,-0.11735652549814003
61,-0.10843921866633659
62,-0.08355536086870119
63,-0.12366266764654867
64,-0.09132417126523372
65,-0.09202305648371215
66,-0.08460797875839683
67,-0.09681416610526404
68,-0.13917123398452969
69,-0.13920648786058054
70,-0.10834024183578936
71,-0.07672441801834112
72,-0.11598855194175015
73,-0.09977090417371202
74,-0.11906801626924482
75,-0.12739922575035229
76,-0.06809307932544884
77,-0.06632783379674556
78,-0.12545194022976644
79,-0.10941898500301907
80,-0.10987653535246744
81,-0.1149350304138691
82,-0.11205839777467377
83,-0.10802509242905987
84,-0.1254498721442735
85,-0.08473501188592877
86,-0.08743740663615934
87,-0.15363408104781273
88,-0.11093336571300164
89,-0.10810306408354121
90,-0.12871736091412783
91,-0.11307521307723774
92,-0.1500648429609721
93,-0.14434654349547982
94,-0.14273159998671184
95,-0.13633014575949498
96,-0.11520090194197781
97,-0.11520090194197781
98,-0.11520090194197781
99,-0.11520090194197781
100,-0.11520090194197781
101,-0.11520090194197781
102,-0.11520090194197781
103,-0.12597348763810284
104,-0.12273517352186715
105,-0.12103679279103528
106,-0.09769366066415978
107,-0.08684647309868564
108,-0.08894677759023965
109,-0.07857132213868605
110,-0.08986941896260899
111,-0.11784047948774112
112,-0.1096116851443427
