Environment,Episode,Robustness,Reward,End_Condition
0,0,-0.10001698410259699,-0.10001698410259699,no_reach_no_collision
0,1,-0.12894760161493327,-0.12894760161493327,no_reach_no_collision
0,2,-0.09789495325622612,-0.09789495325622612,no_reach_no_collision
0,3,-0.06816067442254635,-0.06816067442254635,no_reach_no_collision
0,4,-0.1130845596919856,-0.1130845596919856,no_reach_no_collision
0,5,-0.08436548146613852,-0.08436548146613852,no_reach_no_collision
0,6,-0.12444543313657065,-0.12444543313657065,no_reach_no_collision
0,7,-0.09989717898430596,-0.09989717898430596,no_reach_no_collision
0,8,-0.11092891807588269,-0.11092891807588269,no_reach_no_collision
0,9,-0.10001053792602908,-0.10001053792602908,no_reach_no_collision
0,10,-0.10190004138440821,-0.10190004138440821,no_reach_no_collision
0,11,-0.06307274114615974,-0.06307274114615974,no_reach_no_collision
0,12,-0.05611674201982804,-0.05611674201982804,no_reach_no_collision
0,13,-0.09668087695766843,-0.09668087695766843,no_reach_no_collision
0,14,-0.1046055128852522,-0.1046055128852522,no_reach_no_collision
0,15,-0.040647965529404945,-0.040647965529404945,no_reach_no_collision
0,16,-0.07568263623718421,-0.07568263623718421,no_reach_no_collision
0,17,-0.08065165863831164,-0.08065165863831164,no_reach_no_collision
0,18,-0.07050158649246364,-0.07050158649246364,no_reach_no_collision
0,19,-0.058413653758517176,-0.058413653758517176,no_reach_no_collision
0,20,-0.0493490963857328,-0.0493490963857328,no_reach_no_collision
0,21,-0.040269703588275155,-0.040269703588275155,no_reach_no_collision
0,22,-0.013646934827672711,-0.013646934827672711,no_reach_no_collision
0,23,-0.02186565536010977,-0.02186565536010977,no_reach_no_collision
0,24,-0.019479131900137014,-0.019479131900137014,no_reach_no_collision
0,25,-0.021804072081057797,-0.021804072081057797,no_reach_no_collision
0,26,-0.07841928280553906,-0.07841928280553906,reach_no_stay_no_collision
0,27,-0.00383027373774273,-0.00383027373774273,reach_no_stay_no_collision
0,28,-0.043078589619094956,-0.043078589619094956,reach_no_stay_no_collision
0,29,-0.030847224915723486,-0.030847224915723486,reach_no_stay_no_collision
0,30,-0.029671304815464223,-0.029671304815464223,reach_no_stay_no_collision
0,31,-0.03874499581180041,-0.03874499581180041,reach_no_stay_no_collision
0,32,-0.014532312323947642,-0.014532312323947642,reach_no_stay_no_collision
0,33,-0.0014626453699695362,-0.0014626453699695362,reach_no_stay_no_collision
0,34,-0.021766116698700395,-0.021766116698700395,reach_no_stay_no_collision
0,35,-0.010553173376766322,-0.010553173376766322,reach_no_stay_no_collision
0,36,-0.007220435302239748,-0.007220435302239748,reach_no_stay_no_collision
0,37,-0.02449685590325661,-0.02449685590325661,reach_no_stay_no_collision
0,38,-0.01776196408836898,-0.01776196408836898,reach_no_stay_no_collision
0,39,-0.0017887373812109052,-0.0017887373812109052,reach_no_stay_no_collision
0,40,-0.028949579414644103,-0.028949579414644103,reach_no_stay_no_collision
0,41,0.0007708756021068963,0.0007708756021068963,reach_stay_no_collision
0,42,0.0006773640129866462,0.0006773640129866462,reach_stay_no_collision
0,43,-0.017174094114340097,-0.017174094114340097,reach_no_stay_no_collision
0,44,-0.0010510491134924048,-0.0010510491134924048,reach_no_stay_no_collision
0,45,-0.0042441840710951105,-0.0042441840710951105,reach_no_stay_no_collision
0,46,0.0029086728191384838,0.0029086728191384838,reach_stay_no_collision
0,47,-0.003824568707733539,-0.003824568707733539,reach_no_stay_no_collision
0,48,-0.017392897823852334,-0.017392897823852334,reach_no_stay_no_collision
0,49,0.003313752293659454,0.003313752293659454,reach_stay_no_collision
0,50,0.007925992292055683,0.007925992292055683,reach_stay_no_collision
0,51,0.0026710513761734507,0.0026710513761734507,reach_stay_no_collision
0,52,0.010573061836875043,0.010573061836875043,reach_stay_no_collision
0,53,-0.008434839125675136,-0.008434839125675136,reach_no_stay_no_collision
0,54,-0.0004881535745491772,-0.0004881535745491772,reach_stay_collision
0,55,0.0026512472611751117,0.0026512472611751117,reach_stay_no_collision
0,56,0.006268109663886606,0.006268109663886606,reach_stay_no_collision
0,57,0.001431271207169238,0.001431271207169238,reach_stay_no_collision
0,58,0.002012153896956064,0.002012153896956064,reach_stay_no_collision
0,59,0.004989711393220981,0.004989711393220981,reach_stay_no_collision
0,60,0.0007143222929306171,0.0007143222929306171,reach_stay_no_collision
0,61,-0.0034636438417600564,-0.0034636438417600564,reach_no_stay_no_collision
0,62,0.0038526539896344657,0.0038526539896344657,reach_stay_no_collision
0,63,0.0063731276371295845,0.0063731276371295845,reach_stay_no_collision
0,64,-0.0049603655296207375,-0.0049603655296207375,reach_no_stay_no_collision
0,65,-0.011180773516444833,-0.011180773516444833,reach_no_stay_no_collision
0,66,0.008832972142284628,0.008832972142284628,reach_stay_no_collision
0,67,-0.01622566039289194,-0.01622566039289194,reach_no_stay_collision
0,68,0.0072733546905746176,0.0072733546905746176,reach_stay_no_collision
0,69,0.00437733401402029,0.00437733401402029,reach_stay_no_collision
0,70,0.008887030887505101,0.008887030887505101,reach_stay_no_collision
0,71,-0.009272964956660336,-0.009272964956660336,reach_no_stay_no_collision
0,72,-0.0003587574951734798,-0.0003587574951734798,reach_no_stay_no_collision
0,73,0.0015819576400918044,0.0015819576400918044,reach_stay_no_collision
0,74,0.0023172067677319254,0.0023172067677319254,reach_stay_no_collision
0,75,0.004014497337314564,0.004014497337314564,reach_stay_no_collision
0,76,-0.0014623903136849366,-0.0014623903136849366,reach_no_stay_no_collision
0,77,0.010597495616305203,0.010597495616305203,reach_stay_no_collision
